millis,type,message
1014958505,INFO,Starting analysis m: 5067 t: 0 e: 14
1014958780,WARN,Disabling MessageSender transmissions
1014959902,INFO,Completed analysis m: 5067 t: 0 e: 14
1014959927,INFO,Enabling MessageSender transmissions
1014976901,INFO,powerData | solV: 7.17
1014976923,INFO,powerData | solI: 0.04
1014976942,INFO,powerData | battV: 4.14
1014976962,INFO,powerData | battI: -0.01
1014976983,INFO,powerData | busV: 4.30
1014977003,INFO,powerData | busI: 0.04
1014977026,INFO,powerData | BQ status reg: 180
1014977046,INFO,powerData | Fault reg: 0
1014977067,INFO,powerData | Charge status: 3
1014977085,INFO,powerData | DPM status: 0
1015009579,INFO,Starting analysis m: 5067 t: 0 e: 15
1015009859,WARN,Disabling MessageSender transmissions
1015010977,INFO,Completed analysis m: 5067 t: 0 e: 15
1015011002,INFO,Enabling MessageSender transmissions
1015060645,INFO,Starting analysis m: 5067 t: 0 e: 16
1015060920,WARN,Disabling MessageSender transmissions
1015062050,INFO,Completed analysis m: 5067 t: 0 e: 16
1015062075,INFO,Enabling MessageSender transmissions
1015111714,INFO,Starting analysis m: 5067 t: 0 e: 17
1015111989,WARN,Disabling MessageSender transmissions
1015113125,INFO,Completed analysis m: 5067 t: 0 e: 17
1015113150,INFO,Enabling MessageSender transmissions
1015162779,INFO,Starting analysis m: 5067 t: 0 e: 18
1015163060,WARN,Disabling MessageSender transmissions
1015164190,INFO,Completed analysis m: 5067 t: 0 e: 18
1015164215,INFO,Enabling MessageSender transmissions
1015213852,INFO,Starting analysis m: 5067 t: 0 e: 19
1015214127,WARN,Disabling MessageSender transmissions
1015215249,INFO,Completed analysis m: 5067 t: 0 e: 19
1015215271,INFO,Enabling MessageSender transmissions
1015264915,INFO,Starting analysis m: 5067 t: 0 e: 20
1015265189,WARN,Disabling MessageSender transmissions
1015266314,INFO,Completed analysis m: 5067 t: 0 e: 20
1015266338,INFO,Enabling MessageSender transmissions
1015276902,INFO,powerData | solV: 7.24
1015276929,INFO,powerData | solI: 0.04
1015276949,INFO,powerData | battV: 4.14
1015276969,INFO,powerData | battI: -0.01
1015276988,INFO,powerData | busV: 4.30
1015277008,INFO,powerData | busI: 0.04
1015277029,INFO,powerData | BQ status reg: 180
1015277047,INFO,powerData | Fault reg: 0
1015277068,INFO,powerData | Charge status: 3
1015277088,INFO,powerData | DPM status: 0
1015315996,INFO,Starting analysis m: 5067 t: 0 e: 21
1015316275,WARN,Disabling MessageSender transmissions
1015317379,INFO,Completed analysis m: 5067 t: 0 e: 21
1015317407,INFO,Enabling MessageSender transmissions
1015367055,INFO,Starting analysis m: 5067 t: 0 e: 22
1015367329,WARN,Disabling MessageSender transmissions
1015368452,INFO,Completed analysis m: 5067 t: 0 e: 22
1015368476,INFO,Enabling MessageSender transmissions
1015418126,INFO,Starting analysis m: 5067 t: 0 e: 23
1015418398,WARN,Disabling MessageSender transmissions
1015419525,INFO,Completed analysis m: 5067 t: 0 e: 23
1015419547,INFO,Enabling MessageSender transmissions
1015469201,INFO,Starting analysis m: 5067 t: 0 e: 24
1015469481,WARN,Disabling MessageSender transmissions
1015470598,INFO,Completed analysis m: 5067 t: 0 e: 24
1015470620,INFO,Enabling MessageSender transmissions
1015520262,INFO,Starting analysis m: 5067 t: 0 e: 25
1015520536,WARN,Disabling MessageSender transmissions
1015521658,INFO,Completed analysis m: 5067 t: 0 e: 25
1015521681,INFO,Enabling MessageSender transmissions
1015571326,INFO,Starting analysis m: 5067 t: 0 e: 26
1015571605,WARN,Disabling MessageSender transmissions
1015572731,INFO,Completed analysis m: 5067 t: 0 e: 26
1015572754,INFO,Enabling MessageSender transmissions
1015576907,INFO,powerData | solV: 7.14
1015576930,INFO,powerData | solI: 0.04
1015576948,INFO,powerData | battV: 4.14
1015576967,INFO,powerData | battI: -0.01
1015576987,INFO,powerData | busV: 4.30
1015577006,INFO,powerData | busI: 0.05
1015577026,INFO,powerData | BQ status reg: 180
1015577044,INFO,powerData | Fault reg: 0
1015577065,INFO,powerData | Charge status: 3
1015577088,INFO,powerData | DPM status: 0
1015622400,INFO,Starting analysis m: 5067 t: 0 e: 27
1015622682,WARN,Disabling MessageSender transmissions
1015623833,INFO,Completed analysis m: 5067 t: 0 e: 27
1015623856,INFO,Enabling MessageSender transmissions
1015673466,INFO,Starting analysis m: 5067 t: 0 e: 28
1015673741,WARN,Disabling MessageSender transmissions
1015674871,INFO,Completed analysis m: 5067 t: 0 e: 28
1015674896,INFO,Enabling MessageSender transmissions
1015724533,INFO,Starting analysis m: 5067 t: 0 e: 29
1015724810,WARN,Disabling MessageSender transmissions
1015725934,INFO,Completed analysis m: 5067 t: 0 e: 29
1015725957,INFO,Enabling MessageSender transmissions
1015775612,INFO,Starting analysis m: 5067 t: 0 e: 30
1015775946,WARN,Disabling MessageSender transmissions
1015777056,INFO,Completed analysis m: 5067 t: 0 e: 30
1015777079,INFO,Enabling MessageSender transmissions
1015826671,INFO,Starting analysis m: 5067 t: 0 e: 31
1015826946,WARN,Disabling MessageSender transmissions
1015828068,INFO,Completed analysis m: 5067 t: 0 e: 31
1015828092,INFO,Enabling MessageSender transmissions
1015876929,INFO,powerData | solV: 7.10
1015876952,INFO,powerData | solI: 0.05
1015876970,INFO,powerData | battV: 4.14
1015876990,INFO,powerData | battI: -0.01
1015877011,INFO,powerData | busV: 4.30
1015877029,INFO,powerData | busI: 0.06
1015877050,INFO,powerData | BQ status reg: 180
1015877070,INFO,powerData | Fault reg: 0
1015877089,INFO,powerData | Charge status: 3
1015877113,INFO,powerData | DPM status: 0
1015877748,INFO,Starting analysis m: 5067 t: 0 e: 32
1015878023,WARN,Disabling MessageSender transmissions
1015879149,INFO,Completed analysis m: 5067 t: 0 e: 32
1015879174,INFO,Processing stats m: 5067 t: 0 e: 33
1015884468,INFO,Enabling MessageSender transmissions
1015937144,INFO,Starting collection m: 5067 t: 1 at 1610742115.20
1016038934,INFO,Starting analysis m: 5067 t: 1 e: 0
1016039215,WARN,Disabling MessageSender transmissions
1016040153,INFO,Completed analysis m: 5067 t: 1 e: 0
1016040181,INFO,Enabling MessageSender transmissions
1016090003,INFO,Starting analysis m: 5067 t: 1 e: 1
1016090277,WARN,Disabling MessageSender transmissions
1016091398,INFO,Completed analysis m: 5067 t: 1 e: 1
1016091422,INFO,Enabling MessageSender transmissions
1016141068,INFO,Starting analysis m: 5067 t: 1 e: 2
1016141342,WARN,Disabling MessageSender transmissions
1016142469,INFO,Completed analysis m: 5067 t: 1 e: 2
1016142491,INFO,Enabling MessageSender transmissions
1016176955,INFO,powerData | solV: 7.14
1016176977,INFO,powerData | solI: 0.04
1016176996,INFO,powerData | battV: 4.14
1016177016,INFO,powerData | battI: -0.01
1016177037,INFO,powerData | busV: 4.30
1016177055,INFO,powerData | busI: 0.04
1016177076,INFO,powerData | BQ status reg: 180
1016177094,INFO,powerData | Fault reg: 0
1016177115,INFO,powerData | Charge status: 3
1016177133,INFO,powerData | DPM status: 0
1016192149,INFO,Starting analysis m: 5067 t: 1 e: 3
1016192423,WARN,Disabling MessageSender transmissions
1016193542,INFO,Completed analysis m: 5067 t: 1 e: 3
1016193564,INFO,Enabling MessageSender transmissions
1016243204,INFO,Starting analysis m: 5067 t: 1 e: 4
1016243478,WARN,Disabling MessageSender transmissions
1016244623,INFO,Completed analysis m: 5067 t: 1 e: 4
1016244645,INFO,Enabling MessageSender transmissions
1016294281,INFO,Starting analysis m: 5067 t: 1 e: 5
1016294615,WARN,Disabling MessageSender transmissions
1016295720,INFO,Completed analysis m: 5067 t: 1 e: 5
1016295749,INFO,Enabling MessageSender transmissions
1016345337,INFO,Starting analysis m: 5067 t: 1 e: 6
1016345612,WARN,Disabling MessageSender transmissions
1016346726,INFO,Completed analysis m: 5067 t: 1 e: 6
1016346755,INFO,Enabling MessageSender transmissions
1016396419,INFO,Starting analysis m: 5067 t: 1 e: 7
1016396693,WARN,Disabling MessageSender transmissions
1016397813,INFO,Completed analysis m: 5067 t: 1 e: 7
1016397836,INFO,Enabling MessageSender transmissions
1016447483,INFO,Starting analysis m: 5067 t: 1 e: 8
1016447768,WARN,Disabling MessageSender transmissions
1016448882,INFO,Completed analysis m: 5067 t: 1 e: 8
1016448905,INFO,Enabling MessageSender transmissions
1016476995,INFO,powerData | solV: 7.24
1016477018,INFO,powerData | solI: 0.04
1016477036,INFO,powerData | battV: 4.14
1016477057,INFO,powerData | battI: -0.01
1016477075,INFO,powerData | busV: 4.30
1016477095,INFO,powerData | busI: 0.05
1016477114,INFO,powerData | BQ status reg: 180
1016477134,INFO,powerData | Fault reg: 0
1016477157,INFO,powerData | Charge status: 3
1016477177,INFO,powerData | DPM status: 0
1016498544,INFO,Starting analysis m: 5067 t: 1 e: 9
1016498819,WARN,Disabling MessageSender transmissions
1016499943,INFO,Completed analysis m: 5067 t: 1 e: 9
1016499965,INFO,Enabling MessageSender transmissions
1016549617,INFO,Starting analysis m: 5067 t: 1 e: 10
1016549892,WARN,Disabling MessageSender transmissions
1016551012,INFO,Completed analysis m: 5067 t: 1 e: 10
1016551036,INFO,Enabling MessageSender transmissions
1016600686,INFO,Starting analysis m: 5067 t: 1 e: 11
1016600967,WARN,Disabling MessageSender transmissions
1016602085,INFO,Completed analysis m: 5067 t: 1 e: 11
1016602109,INFO,Enabling MessageSender transmissions
1016651755,INFO,Starting analysis m: 5067 t: 1 e: 12
1016652029,WARN,Disabling MessageSender transmissions
1016653156,INFO,Completed analysis m: 5067 t: 1 e: 12
1016653178,INFO,Enabling MessageSender transmissions
1016702832,INFO,Starting analysis m: 5067 t: 1 e: 13
1016703111,WARN,Disabling MessageSender transmissions
1016704233,INFO,Completed analysis m: 5067 t: 1 e: 13
1016704256,INFO,Enabling MessageSender transmissions
1016753893,INFO,Starting analysis m: 5067 t: 1 e: 14
1016754173,WARN,Disabling MessageSender transmissions
1016755316,INFO,Completed analysis m: 5067 t: 1 e: 14
1016755339,INFO,Enabling MessageSender transmissions
1016777029,INFO,powerData | solV: 7.18
1016777052,INFO,powerData | solI: 0.04
1016777072,INFO,powerData | battV: 4.14
1016777095,INFO,powerData | battI: -0.01
1016777115,INFO,powerData | busV: 4.30
1016777134,INFO,powerData | busI: 0.04
1016777154,INFO,powerData | BQ status reg: 180
1016777175,INFO,powerData | Fault reg: 0
1016777193,INFO,powerData | Charge status: 3
1016777213,INFO,powerData | DPM status: 0
1016804972,INFO,Starting analysis m: 5067 t: 1 e: 15
1016805246,WARN,Disabling MessageSender transmissions
1016806369,INFO,Completed analysis m: 5067 t: 1 e: 15
1016806391,INFO,Enabling MessageSender transmissions
1016856041,INFO,Starting analysis m: 5067 t: 1 e: 16
1016856315,WARN,Disabling MessageSender transmissions
1016857438,INFO,Completed analysis m: 5067 t: 1 e: 16
1016857462,INFO,Enabling MessageSender transmissions
1016907116,INFO,Starting analysis m: 5067 t: 1 e: 17
1016907390,WARN,Disabling MessageSender transmissions
1016908509,INFO,Completed analysis m: 5067 t: 1 e: 17
1016908533,INFO,Enabling MessageSender transmissions
1016958177,INFO,Starting analysis m: 5067 t: 1 e: 18
1016958451,WARN,Disabling MessageSender transmissions
1016959578,INFO,Completed analysis m: 5067 t: 1 e: 18
1016959602,INFO,Enabling MessageSender transmissions
1017009240,INFO,Starting analysis m: 5067 t: 1 e: 19
1017009522,WARN,Disabling MessageSender transmissions
1017010642,INFO,Completed analysis m: 5067 t: 1 e: 19
1017010665,INFO,Enabling MessageSender transmissions
1017060311,INFO,Starting analysis m: 5067 t: 1 e: 20
1017060585,WARN,Disabling MessageSender transmissions
1017061705,INFO,Completed analysis m: 5067 t: 1 e: 20
1017061734,INFO,Enabling MessageSender transmissions
1017077059,INFO,powerData | solV: 7.06
1017077082,INFO,powerData | solI: 0.04
1017077100,INFO,powerData | battV: 4.14
1017077121,INFO,powerData | battI: -0.01
1017077139,INFO,powerData | busV: 4.30
1017077159,INFO,powerData | busI: 0.04
1017077178,INFO,powerData | BQ status reg: 180
1017077198,INFO,powerData | Fault reg: 0
1017077217,INFO,powerData | Charge status: 3
1017077248,INFO,powerData | DPM status: 0
1017111379,INFO,Starting analysis m: 5067 t: 1 e: 21
1017111658,WARN,Disabling MessageSender transmissions
1017112762,INFO,Completed analysis m: 5067 t: 1 e: 21
1017112784,INFO,Enabling MessageSender transmissions
1017162461,INFO,Starting analysis m: 5067 t: 1 e: 22
1017162735,WARN,Disabling MessageSender transmissions
1017163855,INFO,Completed analysis m: 5067 t: 1 e: 22
1017163880,INFO,Enabling MessageSender transmissions
1017213519,INFO,Starting analysis m: 5067 t: 1 e: 23
1017213794,WARN,Disabling MessageSender transmissions
1017214918,INFO,Completed analysis m: 5067 t: 1 e: 23
1017214943,INFO,Enabling MessageSender transmissions
1017264582,INFO,Starting analysis m: 5067 t: 1 e: 24
1017264865,WARN,Disabling MessageSender transmissions
1017266008,INFO,Completed analysis m: 5067 t: 1 e: 24
1017266030,INFO,Enabling MessageSender transmissions
1017315661,INFO,Starting analysis m: 5067 t: 1 e: 25
1017315936,WARN,Disabling MessageSender transmissions
1017317058,INFO,Completed analysis m: 5067 t: 1 e: 25
1017317081,INFO,Enabling MessageSender transmissions
1017366722,INFO,Starting analysis m: 5067 t: 1 e: 26
1017366996,WARN,Disabling MessageSender transmissions
1017368121,INFO,Completed analysis m: 5067 t: 1 e: 26
1017368143,INFO,Enabling MessageSender transmissions
1017377079,INFO,powerData | solV: 7.01
1017377101,INFO,powerData | solI: 0.04
1017377120,INFO,powerData | battV: 4.14
1017377140,INFO,powerData | battI: -0.01
1017377161,INFO,powerData | busV: 4.30
1017377181,INFO,powerData | busI: 0.04
1017377202,INFO,powerData | BQ status reg: 180
1017377224,INFO,powerData | Fault reg: 0
1017377245,INFO,powerData | Charge status: 3
1017377263,INFO,powerData | DPM status: 0
1017417797,INFO,Starting analysis m: 5067 t: 1 e: 27
1017418076,WARN,Disabling MessageSender transmissions
1017419194,INFO,Completed analysis m: 5067 t: 1 e: 27
1017419218,INFO,Enabling MessageSender transmissions
1017468860,INFO,Starting analysis m: 5067 t: 1 e: 28
1017469134,WARN,Disabling MessageSender transmissions
1017470257,INFO,Completed analysis m: 5067 t: 1 e: 28
1017470283,INFO,Enabling MessageSender transmissions
1017519931,INFO,Starting analysis m: 5067 t: 1 e: 29
1017520207,WARN,Disabling MessageSender transmissions
1017521336,INFO,Completed analysis m: 5067 t: 1 e: 29
1017521358,INFO,Enabling MessageSender transmissions
1017571002,INFO,Starting analysis m: 5067 t: 1 e: 30
1017571334,WARN,Disabling MessageSender transmissions
1017572460,INFO,Completed analysis m: 5067 t: 1 e: 30
1017572483,INFO,Enabling MessageSender transmissions
1017622069,INFO,Starting analysis m: 5067 t: 1 e: 31
1017622343,WARN,Disabling MessageSender transmissions
1017623459,INFO,Completed analysis m: 5067 t: 1 e: 31
1017623488,INFO,Enabling MessageSender transmissions
1017673136,INFO,Starting analysis m: 5067 t: 1 e: 32
1017673410,WARN,Disabling MessageSender transmissions
1017674541,INFO,Completed analysis m: 5067 t: 1 e: 32
1017674563,INFO,Processing stats m: 5067 t: 1 e: 33
1017677119,INFO,powerData | solV: 7.22
1017677142,INFO,powerData | solI: 0.04
1017677164,INFO,powerData | battV: 4.14
1017677185,INFO,powerData | battI: -0.01
1017677203,INFO,powerData | busV: 4.30
1017677223,INFO,powerData | busI: 0.05
1017677242,INFO,powerData | BQ status reg: 180
1017677262,INFO,powerData | Fault reg: 0
1017677283,INFO,powerData | Charge status: 3
1017677303,INFO,powerData | DPM status: 0
1017680056,INFO,Finished collection for m: 5067 in 1747
1017680078,INFO,Submitting 48 byte / 378 bit message: 
1017680111,DEBUG,Message submitted to Q at index 0 count_id: 246
1017680138,DEBUG,1 messages in Q
1017680185,INFO,Enabling MessageSender transmissions
1017680209,DEBUG,Sending Q index: 0 id: 246
1017687889,INFO,Send complete: Q index: 0 count_id 246
1017732538,INFO,Starting collection m: 5068 t: 0 at 1610743915.20
1017834326,INFO,Starting analysis m: 5068 t: 0 e: 0
1017834606,WARN,Disabling MessageSender transmissions
1017835538,INFO,Completed analysis m: 5068 t: 0 e: 0
1017835563,INFO,Enabling MessageSender transmissions
1017885399,INFO,Starting analysis m: 5068 t: 0 e: 1
1017885689,WARN,Disabling MessageSender transmissions
1017886822,INFO,Completed analysis m: 5068 t: 0 e: 1
1017886844,INFO,Enabling MessageSender transmissions
1017936470,INFO,Starting analysis m: 5068 t: 0 e: 2
1017936744,WARN,Disabling MessageSender transmissions
1017937864,INFO,Completed analysis m: 5068 t: 0 e: 2
1017937887,INFO,Enabling MessageSender transmissions
1017977149,INFO,powerData | solV: 7.16
1017977171,INFO,powerData | solI: 0.04
1017977190,INFO,powerData | battV: 4.14
1017977214,INFO,powerData | battI: -0.01
1017977233,INFO,powerData | busV: 4.30
1017977253,INFO,powerData | busI: 0.04
1017977272,INFO,powerData | BQ status reg: 180
1017977292,INFO,powerData | Fault reg: 0
1017977313,INFO,powerData | Charge status: 3
1017977331,INFO,powerData | DPM status: 0
1017987532,INFO,Starting analysis m: 5068 t: 0 e: 3
1017987811,WARN,Disabling MessageSender transmissions
1017988925,INFO,Completed analysis m: 5068 t: 0 e: 3
1017988947,INFO,Enabling MessageSender transmissions
1018038601,INFO,Starting analysis m: 5068 t: 0 e: 4
1018038876,WARN,Disabling MessageSender transmissions
1018040000,INFO,Completed analysis m: 5068 t: 0 e: 4
1018040023,INFO,Enabling MessageSender transmissions
1018089670,INFO,Starting analysis m: 5068 t: 0 e: 5
1018089994,WARN,Disabling MessageSender transmissions
1018091110,INFO,Completed analysis m: 5068 t: 0 e: 5
1018091132,INFO,Enabling MessageSender transmissions
1018140733,INFO,Starting analysis m: 5068 t: 0 e: 6
1018141018,WARN,Disabling MessageSender transmissions
1018142136,INFO,Completed analysis m: 5068 t: 0 e: 6
1018142158,INFO,Enabling MessageSender transmissions
1018191802,INFO,Starting analysis m: 5068 t: 0 e: 7
1018192076,WARN,Disabling MessageSender transmissions
1018193197,INFO,Completed analysis m: 5068 t: 0 e: 7
1018193219,INFO,Enabling MessageSender transmissions
1018242875,INFO,Starting analysis m: 5068 t: 0 e: 8
1018243149,WARN,Disabling MessageSender transmissions
1018244270,INFO,Completed analysis m: 5068 t: 0 e: 8
1018244296,INFO,Enabling MessageSender transmissions
1018277179,INFO,powerData | solV: 7.22
1018277201,INFO,powerData | solI: 0.04
1018277220,INFO,powerData | battV: 4.14
1018277240,INFO,powerData | battI: -0.01
1018277261,INFO,powerData | busV: 4.30
1018277279,INFO,powerData | busI: 0.04
1018277300,INFO,powerData | BQ status reg: 180
1018277318,INFO,powerData | Fault reg: 0
1018277339,INFO,powerData | Charge status: 3
1018277359,INFO,powerData | DPM status: 0
1018293948,INFO,Starting analysis m: 5068 t: 0 e: 9
1018294228,WARN,Disabling MessageSender transmissions
1018295361,INFO,Completed analysis m: 5068 t: 0 e: 9
1018295386,INFO,Enabling MessageSender transmissions
1018345009,INFO,Starting analysis m: 5068 t: 0 e: 10
1018345285,WARN,Disabling MessageSender transmissions
1018346416,INFO,Completed analysis m: 5068 t: 0 e: 10
1018346438,INFO,Enabling MessageSender transmissions
1018396086,INFO,Starting analysis m: 5068 t: 0 e: 11
1018396360,WARN,Disabling MessageSender transmissions
1018397501,INFO,Completed analysis m: 5068 t: 0 e: 11
1018397526,INFO,Enabling MessageSender transmissions
1018447151,INFO,Starting analysis m: 5068 t: 0 e: 12
1018447431,WARN,Disabling MessageSender transmissions
1018448545,INFO,Completed analysis m: 5068 t: 0 e: 12
1018448570,INFO,Enabling MessageSender transmissions
1018498213,INFO,Starting analysis m: 5068 t: 0 e: 13
1018498488,WARN,Disabling MessageSender transmissions
1018499616,INFO,Completed analysis m: 5068 t: 0 e: 13
1018499643,INFO,Enabling MessageSender transmissions
1018549295,INFO,Starting analysis m: 5068 t: 0 e: 14
1018549567,WARN,Disabling MessageSender transmissions
1018550689,INFO,Completed analysis m: 5068 t: 0 e: 14
1018550712,INFO,Enabling MessageSender transmissions
1018577203,INFO,powerData | solV: 7.14
1018577225,INFO,powerData | solI: 0.05
1018577244,INFO,powerData | battV: 4.14
1018577264,INFO,powerData | battI: -0.01
1018577283,INFO,powerData | busV: 4.30
1018577303,INFO,powerData | busI: 0.05
1018577326,INFO,powerData | BQ status reg: 180
1018577346,INFO,powerData | Fault reg: 0
1018577364,INFO,powerData | Charge status: 3
1018577383,INFO,powerData | DPM status: 0
1018600353,INFO,Starting analysis m: 5068 t: 0 e: 15
1018600634,WARN,Disabling MessageSender transmissions
1018601748,INFO,Completed analysis m: 5068 t: 0 e: 15
1018601773,INFO,Enabling MessageSender transmissions
1018651428,INFO,Starting analysis m: 5068 t: 0 e: 16
1018651703,WARN,Disabling MessageSender transmissions
1018652833,INFO,Completed analysis m: 5068 t: 0 e: 16
1018652856,INFO,Enabling MessageSender transmissions
1018702495,INFO,Starting analysis m: 5068 t: 0 e: 17
1018702770,WARN,Disabling MessageSender transmissions
1018703894,INFO,Completed analysis m: 5068 t: 0 e: 17
1018703917,INFO,Enabling MessageSender transmissions
1018753568,INFO,Starting analysis m: 5068 t: 0 e: 18
1018753849,WARN,Disabling MessageSender transmissions
1018754971,INFO,Completed analysis m: 5068 t: 0 e: 18
1018754994,INFO,Enabling MessageSender transmissions
1018804629,INFO,Starting analysis m: 5068 t: 0 e: 19
1018804903,WARN,Disabling MessageSender transmissions
1018806024,INFO,Completed analysis m: 5068 t: 0 e: 19
1018806048,INFO,Enabling MessageSender transmissions
1018855696,INFO,Starting analysis m: 5068 t: 0 e: 20
1018855970,WARN,Disabling MessageSender transmissions
1018857103,INFO,Completed analysis m: 5068 t: 0 e: 20
1018857125,INFO,Enabling MessageSender transmissions
1018877227,INFO,powerData | solV: 7.22
1018877253,INFO,powerData | solI: 0.04
1018877272,INFO,powerData | battV: 4.14
1018877292,INFO,powerData | battI: -0.01
1018877313,INFO,powerData | busV: 4.30
1018877331,INFO,powerData | busI: 0.04
1018877351,INFO,powerData | BQ status reg: 180
1018877370,INFO,powerData | Fault reg: 0
1018877390,INFO,powerData | Charge status: 3
1018877409,INFO,powerData | DPM status: 0
1018906769,INFO,Starting analysis m: 5068 t: 0 e: 21
1018907049,WARN,Disabling MessageSender transmissions
1018908162,INFO,Completed analysis m: 5068 t: 0 e: 21
1018908188,INFO,Enabling MessageSender transmissions
1018957834,INFO,Starting analysis m: 5068 t: 0 e: 22
1018958108,WARN,Disabling MessageSender transmissions
1018959230,INFO,Completed analysis m: 5068 t: 0 e: 22
1018959253,INFO,Enabling MessageSender transmissions
1019008909,INFO,Starting analysis m: 5068 t: 0 e: 23
1019009181,WARN,Disabling MessageSender transmissions
1019010312,INFO,Completed analysis m: 5068 t: 0 e: 23
1019010336,INFO,Enabling MessageSender transmissions
1019059984,INFO,Starting analysis m: 5068 t: 0 e: 24
1019060258,WARN,Disabling MessageSender transmissions
1019061377,INFO,Completed analysis m: 5068 t: 0 e: 24
1019061399,INFO,Enabling MessageSender transmissions
1019111045,INFO,Starting analysis m: 5068 t: 0 e: 25
1019111319,WARN,Disabling MessageSender transmissions
1019112439,INFO,Completed analysis m: 5068 t: 0 e: 25
1019112464,INFO,Enabling MessageSender transmissions
1019162116,INFO,Starting analysis m: 5068 t: 0 e: 26
1019162400,WARN,Disabling MessageSender transmissions
1019163518,INFO,Completed analysis m: 5068 t: 0 e: 26
1019163541,INFO,Enabling MessageSender transmissions
1019177256,INFO,powerData | solV: 7.25
1019177279,INFO,powerData | solI: 0.04
1019177297,INFO,powerData | battV: 4.14
1019177318,INFO,powerData | battI: -0.01
1019177336,INFO,powerData | busV: 4.30
1019177357,INFO,powerData | busI: 0.04
1019177375,INFO,powerData | BQ status reg: 180
1019177396,INFO,powerData | Fault reg: 0
1019177416,INFO,powerData | Charge status: 3
1019177439,INFO,powerData | DPM status: 0
1019213178,INFO,Starting analysis m: 5068 t: 0 e: 27
1019213453,WARN,Disabling MessageSender transmissions
1019214575,INFO,Completed analysis m: 5068 t: 0 e: 27
1019214600,INFO,Enabling MessageSender transmissions
1019264247,INFO,Starting analysis m: 5068 t: 0 e: 28
1019264522,WARN,Disabling MessageSender transmissions
1019265652,INFO,Completed analysis m: 5068 t: 0 e: 28
1019265675,INFO,Enabling MessageSender transmissions
1019315326,INFO,Starting analysis m: 5068 t: 0 e: 29
1019315607,WARN,Disabling MessageSender transmissions
1019316725,INFO,Completed analysis m: 5068 t: 0 e: 29
1019316748,INFO,Enabling MessageSender transmissions
1019366393,INFO,Starting analysis m: 5068 t: 0 e: 30
1019366727,WARN,Disabling MessageSender transmissions
1019367847,INFO,Completed analysis m: 5068 t: 0 e: 30
1019367870,INFO,Enabling MessageSender transmissions
1019417458,INFO,Starting analysis m: 5068 t: 0 e: 31
1019417731,WARN,Disabling MessageSender transmissions
1019418871,INFO,Completed analysis m: 5068 t: 0 e: 31
1019418894,INFO,Enabling MessageSender transmissions
1019468527,INFO,Starting analysis m: 5068 t: 0 e: 32
1019468808,WARN,Disabling MessageSender transmissions
1019469930,INFO,Completed analysis m: 5068 t: 0 e: 32
1019469953,INFO,Processing stats m: 5068 t: 0 e: 33
1019476150,INFO,Enabling MessageSender transmissions
1019477291,INFO,powerData | solV: 7.22
1019477313,INFO,powerData | solI: 0.04
1019477331,INFO,powerData | battV: 4.14
1019477356,INFO,powerData | battI: -0.01
1019477374,INFO,powerData | busV: 4.30
1019477395,INFO,powerData | busI: 0.04
1019477415,INFO,powerData | BQ status reg: 180
1019477434,INFO,powerData | Fault reg: 0
1019477454,INFO,powerData | Charge status: 3
1019477475,INFO,powerData | DPM status: 0
1019527927,INFO,Starting collection m: 5068 t: 1 at 1610745715.20
1019629713,INFO,Starting analysis m: 5068 t: 1 e: 0
1019629993,WARN,Disabling MessageSender transmissions
1019630931,INFO,Completed analysis m: 5068 t: 1 e: 0
1019630958,INFO,Enabling MessageSender transmissions
1019680784,INFO,Starting analysis m: 5068 t: 1 e: 1
1019681058,WARN,Disabling MessageSender transmissions
1019682177,INFO,Completed analysis m: 5068 t: 1 e: 1
1019682201,INFO,Enabling MessageSender transmissions
1019731847,INFO,Starting analysis m: 5068 t: 1 e: 2
1019732121,WARN,Disabling MessageSender transmissions
1019733241,INFO,Completed analysis m: 5068 t: 1 e: 2
1019733264,INFO,Enabling MessageSender transmissions
1019777318,INFO,powerData | solV: 7.16
1019777341,INFO,powerData | solI: 0.04
1019777359,INFO,powerData | battV: 4.14
1019777380,INFO,powerData | battI: -0.01
1019777400,INFO,powerData | busV: 4.30
1019777419,INFO,powerData | busI: 0.04
1019777439,INFO,powerData | BQ status reg: 180
1019777458,INFO,powerData | Fault reg: 0
1019777478,INFO,powerData | Charge status: 3
1019777497,INFO,powerData | DPM status: 0
1019782928,INFO,Starting analysis m: 5068 t: 1 e: 3
1019783202,WARN,Disabling MessageSender transmissions
1019784321,INFO,Completed analysis m: 5068 t: 1 e: 3
1019784343,INFO,Enabling MessageSender transmissions
1019833991,INFO,Starting analysis m: 5068 t: 1 e: 4
1019834265,WARN,Disabling MessageSender transmissions
1019835389,INFO,Completed analysis m: 5068 t: 1 e: 4
1019835414,INFO,Enabling MessageSender transmissions
1019885058,INFO,Starting analysis m: 5068 t: 1 e: 5
1019885387,WARN,Disabling MessageSender transmissions
1019886499,INFO,Completed analysis m: 5068 t: 1 e: 5
1019886528,INFO,Enabling MessageSender transmissions
1019936122,INFO,Starting analysis m: 5068 t: 1 e: 6
1019936397,WARN,Disabling MessageSender transmissions
1019937523,INFO,Completed analysis m: 5068 t: 1 e: 6
1019937552,INFO,Enabling MessageSender transmissions
1019987191,INFO,Starting analysis m: 5068 t: 1 e: 7
1019987466,WARN,Disabling MessageSender transmissions
1019988590,INFO,Completed analysis m: 5068 t: 1 e: 7
