millis,type,message
1028394356,INFO,Starting analysis m: 5070 t: 1 e: 31
1028394637,WARN,Disabling MessageSender transmissions
1028395755,INFO,Completed analysis m: 5070 t: 1 e: 31
1028395778,INFO,Enabling MessageSender transmissions
1028403212,INFO,Max CNO changed from 47 to 50
1028443097,INFO,Max CNO changed from 50 to 47
1028445415,INFO,Starting analysis m: 5070 t: 1 e: 32
1028445689,WARN,Disabling MessageSender transmissions
1028446814,INFO,Completed analysis m: 5070 t: 1 e: 32
1028446836,INFO,Processing stats m: 5070 t: 1 e: 33
1028453017,INFO,Finished collection for m: 5070 in 1748
1028453040,INFO,Submitting 48 byte / 378 bit message: 
1028453072,DEBUG,Message submitted to Q at index 0 count_id: 249
1028453095,DEBUG,1 messages in Q
1028453136,INFO,Enabling MessageSender transmissions
1028453163,DEBUG,Sending Q index: 0 id: 249
1028464185,INFO,Send complete: Q index: 0 count_id 249
1028478208,INFO,powerData | solV: 5.55
1028478230,INFO,powerData | solI: 0.12
1028478251,INFO,powerData | battV: 4.13
1028478269,INFO,powerData | battI: -0.03
1028478289,INFO,powerData | busV: 4.11
1028478308,INFO,powerData | busI: 0.18
1028478328,INFO,powerData | BQ status reg: 172
1028478349,INFO,powerData | Fault reg: 0
1028478367,INFO,powerData | Charge status: 2
1028478388,INFO,powerData | DPM status: 1
1028504817,INFO,Starting collection m: 5071 t: 0 at 1610754715.20
1028606603,INFO,Starting analysis m: 5071 t: 0 e: 0
1028606877,WARN,Disabling MessageSender transmissions
1028607821,INFO,Completed analysis m: 5071 t: 0 e: 0
1028607844,INFO,Enabling MessageSender transmissions
1028657670,INFO,Starting analysis m: 5071 t: 0 e: 1
1028657950,WARN,Disabling MessageSender transmissions
1028659066,INFO,Completed analysis m: 5071 t: 0 e: 1
1028659089,INFO,Enabling MessageSender transmissions
1028682483,INFO,Max CNO changed from 47 to 50
1028708734,INFO,Starting analysis m: 5071 t: 0 e: 2
1028709009,WARN,Disabling MessageSender transmissions
1028710131,INFO,Completed analysis m: 5071 t: 0 e: 2
1028710154,INFO,Enabling MessageSender transmissions
1028722378,INFO,Max CNO changed from 50 to 47
1028759799,INFO,Starting analysis m: 5071 t: 0 e: 3
1028760074,WARN,Disabling MessageSender transmissions
1028761208,INFO,Completed analysis m: 5071 t: 0 e: 3
1028761231,INFO,Enabling MessageSender transmissions
1028778217,INFO,powerData | solV: 5.57
1028778242,INFO,powerData | solI: 0.15
1028778262,INFO,powerData | battV: 4.15
1028778280,INFO,powerData | battI: 0.12
1028778301,INFO,powerData | busV: 4.15
1028778319,INFO,powerData | busI: 0.05
1028778340,INFO,powerData | BQ status reg: 172
1028778358,INFO,powerData | Fault reg: 0
1028778379,INFO,powerData | Charge status: 2
1028778397,INFO,powerData | DPM status: 1
1028810870,INFO,Starting analysis m: 5071 t: 0 e: 4
1028811151,WARN,Disabling MessageSender transmissions
1028812275,INFO,Completed analysis m: 5071 t: 0 e: 4
1028812298,INFO,Enabling MessageSender transmissions
1028822112,INFO,Max CNO changed from 47 to 50
1028861943,INFO,Starting analysis m: 5071 t: 0 e: 5
1028862269,WARN,Disabling MessageSender transmissions
1028863383,INFO,Completed analysis m: 5071 t: 0 e: 5
1028863406,INFO,Enabling MessageSender transmissions
1028913006,INFO,Starting analysis m: 5071 t: 0 e: 6
1028913281,WARN,Disabling MessageSender transmissions
1028914417,INFO,Completed analysis m: 5071 t: 0 e: 6
1028914444,INFO,Enabling MessageSender transmissions
1028964065,INFO,Starting analysis m: 5071 t: 0 e: 7
1028964345,WARN,Disabling MessageSender transmissions
1028965464,INFO,Completed analysis m: 5071 t: 0 e: 7
1028965486,INFO,Enabling MessageSender transmissions
1029015132,INFO,Starting analysis m: 5071 t: 0 e: 8
1029015406,WARN,Disabling MessageSender transmissions
1029016530,INFO,Completed analysis m: 5071 t: 0 e: 8
1029016555,INFO,Enabling MessageSender transmissions
1029066199,INFO,Starting analysis m: 5071 t: 0 e: 9
1029066475,WARN,Disabling MessageSender transmissions
1029067593,INFO,Completed analysis m: 5071 t: 0 e: 9
1029067616,INFO,Enabling MessageSender transmissions
1029078220,INFO,powerData | solV: 5.57
1029078243,INFO,powerData | solI: 0.14
1029078261,INFO,powerData | battV: 4.15
1029078282,INFO,powerData | battI: 0.10
1029078302,INFO,powerData | busV: 4.15
1029078321,INFO,powerData | busI: 0.05
1029078341,INFO,powerData | BQ status reg: 172
1029078360,INFO,powerData | Fault reg: 0
1029078384,INFO,powerData | Charge status: 2
1029078403,INFO,powerData | DPM status: 1
1029117276,INFO,Starting analysis m: 5071 t: 0 e: 10
1029117548,WARN,Disabling MessageSender transmissions
1029118666,INFO,Completed analysis m: 5071 t: 0 e: 10
1029118689,INFO,Enabling MessageSender transmissions
1029121331,INFO,Max CNO changed from 50 to 47
1029168340,INFO,Starting analysis m: 5071 t: 0 e: 11
1029168613,WARN,Disabling MessageSender transmissions
1029169737,INFO,Completed analysis m: 5071 t: 0 e: 11
1029169766,INFO,Enabling MessageSender transmissions
1029181171,INFO,Max CNO changed from 47 to 50
1029219405,INFO,Starting analysis m: 5071 t: 0 e: 12
1029219686,WARN,Disabling MessageSender transmissions
1029220804,INFO,Completed analysis m: 5071 t: 0 e: 12
1029220827,INFO,Enabling MessageSender transmissions
1029270478,INFO,Starting analysis m: 5071 t: 0 e: 13
1029270753,WARN,Disabling MessageSender transmissions
1029271889,INFO,Completed analysis m: 5071 t: 0 e: 13
1029271916,INFO,Enabling MessageSender transmissions
1029321541,INFO,Starting analysis m: 5071 t: 0 e: 14
1029321816,WARN,Disabling MessageSender transmissions
1029322938,INFO,Completed analysis m: 5071 t: 0 e: 14
1029322962,INFO,Enabling MessageSender transmissions
1029372612,INFO,Starting analysis m: 5071 t: 0 e: 15
1029372891,WARN,Disabling MessageSender transmissions
1029374011,INFO,Completed analysis m: 5071 t: 0 e: 15
1029374033,INFO,Enabling MessageSender transmissions
1029378226,INFO,powerData | solV: 7.06
1029378252,INFO,powerData | solI: 0.04
1029378273,INFO,powerData | battV: 4.14
1029378291,INFO,powerData | battI: -0.01
1029378312,INFO,powerData | busV: 4.30
1029378332,INFO,powerData | busI: 0.04
1029378351,INFO,powerData | BQ status reg: 180
1029378371,INFO,powerData | Fault reg: 0
1029378392,INFO,powerData | Charge status: 3
1029378412,INFO,powerData | DPM status: 0
1029423687,INFO,Starting analysis m: 5071 t: 0 e: 16
1029423962,WARN,Disabling MessageSender transmissions
1029425111,INFO,Completed analysis m: 5071 t: 0 e: 16
1029425135,INFO,Enabling MessageSender transmissions
1029474740,INFO,Starting analysis m: 5071 t: 0 e: 17
1029475014,WARN,Disabling MessageSender transmissions
1029476143,INFO,Completed analysis m: 5071 t: 0 e: 17
1029476165,INFO,Enabling MessageSender transmissions
1029525821,INFO,Starting analysis m: 5071 t: 0 e: 18
1029526095,WARN,Disabling MessageSender transmissions
1029527214,INFO,Completed analysis m: 5071 t: 0 e: 18
1029527236,INFO,Enabling MessageSender transmissions
1029576876,INFO,Starting analysis m: 5071 t: 0 e: 19
1029577150,WARN,Disabling MessageSender transmissions
1029578276,INFO,Completed analysis m: 5071 t: 0 e: 19
1029578301,INFO,Enabling MessageSender transmissions
1029580138,INFO,Max CNO changed from 50 to 47
1029627951,INFO,Starting analysis m: 5071 t: 0 e: 20
1029628231,WARN,Disabling MessageSender transmissions
1029629347,INFO,Completed analysis m: 5071 t: 0 e: 20
1029629374,INFO,Enabling MessageSender transmissions
1029678227,INFO,powerData | solV: 7.27
1029678249,INFO,powerData | solI: 0.04
1029678270,INFO,powerData | battV: 4.14
1029678290,INFO,powerData | battI: -0.01
1029678309,INFO,powerData | busV: 4.31
1029678329,INFO,powerData | busI: 0.04
1029678350,INFO,powerData | BQ status reg: 180
1029678368,INFO,powerData | Fault reg: 0
1029678389,INFO,powerData | Charge status: 3
1029678409,INFO,powerData | DPM status: 0
1029679017,INFO,Starting analysis m: 5071 t: 0 e: 21
1029679292,WARN,Disabling MessageSender transmissions
1029680416,INFO,Completed analysis m: 5071 t: 0 e: 21
1029680445,INFO,Enabling MessageSender transmissions
1029730080,INFO,Starting analysis m: 5071 t: 0 e: 22
1029730355,WARN,Disabling MessageSender transmissions
1029731477,INFO,Completed analysis m: 5071 t: 0 e: 22
1029731502,INFO,Enabling MessageSender transmissions
1029781161,INFO,Starting analysis m: 5071 t: 0 e: 23
1029781436,WARN,Disabling MessageSender transmissions
1029782568,INFO,Completed analysis m: 5071 t: 0 e: 23
1029782595,INFO,Enabling MessageSender transmissions
1029832214,INFO,Starting analysis m: 5071 t: 0 e: 24
1029832488,WARN,Disabling MessageSender transmissions
1029833611,INFO,Completed analysis m: 5071 t: 0 e: 24
1029833633,INFO,Enabling MessageSender transmissions
1029859418,INFO,Max CNO changed from 47 to 50
1029883283,INFO,Starting analysis m: 5071 t: 0 e: 25
1029883561,WARN,Disabling MessageSender transmissions
1029884680,INFO,Completed analysis m: 5071 t: 0 e: 25
1029884704,INFO,Enabling MessageSender transmissions
1029934346,INFO,Starting analysis m: 5071 t: 0 e: 26
1029934622,WARN,Disabling MessageSender transmissions
1029935749,INFO,Completed analysis m: 5071 t: 0 e: 26
1029935771,INFO,Enabling MessageSender transmissions
1029978230,INFO,powerData | solV: 7.26
1029978253,INFO,powerData | solI: 0.04
1029978271,INFO,powerData | battV: 4.14
1029978292,INFO,powerData | battI: -0.01
1029978310,INFO,powerData | busV: 4.31
1029978331,INFO,powerData | busI: 0.05
1029978349,INFO,powerData | BQ status reg: 180
1029978374,INFO,powerData | Fault reg: 0
1029978392,INFO,powerData | Charge status: 3
1029978415,INFO,powerData | DPM status: 0
1029985429,INFO,Starting analysis m: 5071 t: 0 e: 27
1029985703,WARN,Disabling MessageSender transmissions
1029986826,INFO,Completed analysis m: 5071 t: 0 e: 27
1029986848,INFO,Enabling MessageSender transmissions
1030018996,INFO,Max CNO changed from 50 to 47
1030036482,INFO,Starting analysis m: 5071 t: 0 e: 28
1030036762,WARN,Disabling MessageSender transmissions
1030037886,INFO,Completed analysis m: 5071 t: 0 e: 28
1030037911,INFO,Enabling MessageSender transmissions
1030087555,INFO,Starting analysis m: 5071 t: 0 e: 29
1030087829,WARN,Disabling MessageSender transmissions
1030088957,INFO,Completed analysis m: 5071 t: 0 e: 29
1030088980,INFO,Enabling MessageSender transmissions
1030138621,INFO,Starting analysis m: 5071 t: 0 e: 30
1030138947,WARN,Disabling MessageSender transmissions
1030140069,INFO,Completed analysis m: 5071 t: 0 e: 30
1030140100,INFO,Enabling MessageSender transmissions
1030189688,INFO,Starting analysis m: 5071 t: 0 e: 31
1030189969,WARN,Disabling MessageSender transmissions
1030191085,INFO,Completed analysis m: 5071 t: 0 e: 31
1030191108,INFO,Enabling MessageSender transmissions
1030240757,INFO,Starting analysis m: 5071 t: 0 e: 32
1030241034,WARN,Disabling MessageSender transmissions
1030242160,INFO,Completed analysis m: 5071 t: 0 e: 32
1030242183,INFO,Processing stats m: 5071 t: 0 e: 33
1030247446,INFO,Enabling MessageSender transmissions
1030278240,INFO,powerData | solV: 7.34
1030278262,INFO,powerData | solI: 0.04
1030278283,INFO,powerData | battV: 4.14
1030278303,INFO,powerData | battI: -0.01
1030278322,INFO,powerData | busV: 4.31
1030278342,INFO,powerData | busI: 0.04
1030278363,INFO,powerData | BQ status reg: 180
1030278381,INFO,powerData | Fault reg: 0
1030278402,INFO,powerData | Charge status: 3
1030278420,INFO,powerData | DPM status: 0
1030300160,INFO,Starting collection m: 5071 t: 1 at 1610756515.20
1030401937,INFO,Starting analysis m: 5071 t: 1 e: 0
1030402211,WARN,Disabling MessageSender transmissions
1030403209,INFO,Completed analysis m: 5071 t: 1 e: 0
1030403231,INFO,Enabling MessageSender transmissions
1030453000,INFO,Starting analysis m: 5071 t: 1 e: 1
1030453282,WARN,Disabling MessageSender transmissions
1030454398,INFO,Completed analysis m: 5071 t: 1 e: 1
1030454421,INFO,Enabling MessageSender transmissions
1030504069,INFO,Starting analysis m: 5071 t: 1 e: 2
1030504343,WARN,Disabling MessageSender transmissions
1030505469,INFO,Completed analysis m: 5071 t: 1 e: 2
1030505492,INFO,Enabling MessageSender transmissions
1030555140,INFO,Starting analysis m: 5071 t: 1 e: 3
1030555414,WARN,Disabling MessageSender transmissions
1030556538,INFO,Completed analysis m: 5071 t: 1 e: 3
1030556561,INFO,Enabling MessageSender transmissions
1030577557,INFO,Max CNO changed from 47 to 50
1030578259,INFO,powerData | solV: 7.28
1030578282,INFO,powerData | solI: 0.04
1030578300,INFO,powerData | battV: 4.14
1030578325,INFO,powerData | battI: -0.01
1030578343,INFO,powerData | busV: 4.31
1030578364,INFO,powerData | busI: 0.04
1030578382,INFO,powerData | BQ status reg: 180
1030578403,INFO,powerData | Fault reg: 0
1030578423,INFO,powerData | Charge status: 3
1030578442,INFO,powerData | DPM status: 0
1030606206,INFO,Starting analysis m: 5071 t: 1 e: 4
1030606487,WARN,Disabling MessageSender transmissions
1030607603,INFO,Completed analysis m: 5071 t: 1 e: 4
1030607626,INFO,Enabling MessageSender transmissions
1030657277,INFO,Starting analysis m: 5071 t: 1 e: 5
1030657597,INFO,Max CNO changed from 50 to 47
1030657660,WARN,Disabling MessageSender transmissions
1030658744,INFO,Completed analysis m: 5071 t: 1 e: 5
1030658766,INFO,Enabling MessageSender transmissions
1030708342,INFO,Starting analysis m: 5071 t: 1 e: 6
1030708617,WARN,Disabling MessageSender transmissions
1030709739,INFO,Completed analysis m: 5071 t: 1 e: 6
1030709762,INFO,Enabling MessageSender transmissions
1030759411,INFO,Starting analysis m: 5071 t: 1 e: 7
1030759696,WARN,Disabling MessageSender transmissions
1030760812,INFO,Completed analysis m: 5071 t: 1 e: 7
1030760835,INFO,Enabling MessageSender transmissions
1030810476,INFO,Starting analysis m: 5071 t: 1 e: 8
1030810750,WARN,Disabling MessageSender transmissions
1030811871,INFO,Completed analysis m: 5071 t: 1 e: 8
1030811895,INFO,Enabling MessageSender transmissions
1030861541,INFO,Starting analysis m: 5071 t: 1 e: 9
1030861815,WARN,Disabling MessageSender transmissions
1030862942,INFO,Completed analysis m: 5071 t: 1 e: 9
1030862964,INFO,Enabling MessageSender transmissions
1030878283,INFO,powerData | solV: 6.26
1030878306,INFO,powerData | solI: 0.04
1030878324,INFO,powerData | battV: 4.13
1030878345,INFO,powerData | battI: -0.03
1030878363,INFO,powerData | busV: 4.28
1030878382,INFO,powerData | busI: 0.06
1030878402,INFO,powerData | BQ status reg: 180
1030878420,INFO,powerData | Fault reg: 0
1030878441,INFO,powerData | Charge status: 3
1030878461,INFO,powerData | DPM status: 0
1030912612,INFO,Starting analysis m: 5071 t: 1 e: 10
1030912892,WARN,Disabling MessageSender transmissions
1030914021,INFO,Completed analysis m: 5071 t: 1 e: 10
1030914043,INFO,Enabling MessageSender transmissions
1030963673,INFO,Starting analysis m: 5071 t: 1 e: 11
1030963949,WARN,Disabling MessageSender transmissions
1030965069,INFO,Completed analysis m: 5071 t: 1 e: 11
1030965092,INFO,Enabling MessageSender transmissions
1031014746,INFO,Starting analysis m: 5071 t: 1 e: 12
1031015024,WARN,Disabling MessageSender transmissions
1031016155,INFO,Completed analysis m: 5071 t: 1 e: 12
1031016177,INFO,Enabling MessageSender transmissions
1031065802,INFO,Starting analysis m: 5071 t: 1 e: 13
1031066083,WARN,Disabling MessageSender transmissions
1031067197,INFO,Completed analysis m: 5071 t: 1 e: 13
1031067219,INFO,Enabling MessageSender transmissions
1031116890,INFO,Starting analysis m: 5071 t: 1 e: 14
1031117164,WARN,Disabling MessageSender transmissions
1031118284,INFO,Completed analysis m: 5071 t: 1 e: 14
1031118301,INFO,Enabling MessageSender transmissions
1031167948,INFO,Starting analysis m: 5071 t: 1 e: 15
1031168223,WARN,Disabling MessageSender transmissions
1031169343,INFO,Completed analysis m: 5071 t: 1 e: 15
1031169368,INFO,Enabling MessageSender transmissions
1031178303,INFO,powerData | solV: 6.15
1031178326,INFO,powerData | solI: 0.03
1031178344,INFO,powerData | battV: 4.14
1031178364,INFO,powerData | battI: -0.01
1031178383,INFO,powerData | busV: 4.29
1031178407,INFO,powerData | busI: 0.04
1031178426,INFO,powerData | BQ status reg: 180
1031178446,INFO,powerData | Fault reg: 0
1031178467,INFO,powerData | Charge status: 3
1031178485,INFO,powerData | DPM status: 0
1031219034,INFO,Starting analysis m: 5071 t: 1 e: 16
1031219306,WARN,Disabling MessageSender transmissions
1031220426,INFO,Completed analysis m: 5071 t: 1 e: 16
1031220449,INFO,Enabling MessageSender transmissions
1031270090,INFO,Starting analysis m: 5071 t: 1 e: 17
1031270363,WARN,Disabling MessageSender transmissions
1031271493,INFO,Completed analysis m: 5071 t: 1 e: 17
1031271516,INFO,Enabling MessageSender transmissions
1031321153,INFO,Starting analysis m: 5071 t: 1 e: 18
1031321436,WARN,Disabling MessageSender transmissions
1031322556,INFO,Completed analysis m: 5071 t: 1 e: 18
1031322580,INFO,Enabling MessageSender transmissions
1031372216,INFO,Starting analysis m: 5071 t: 1 e: 19
1031372490,WARN,Disabling MessageSender transmissions
1031373615,INFO,Completed analysis m: 5071 t: 1 e: 19
1031373641,INFO,Enabling MessageSender transmissions
1031423293,INFO,Starting analysis m: 5071 t: 1 e: 20
1031423565,WARN,Disabling MessageSender transmissions
1031424735,INFO,Completed analysis m: 5071 t: 1 e: 20
1031424757,INFO,Enabling MessageSender transmissions
1031474350,INFO,Starting analysis m: 5071 t: 1 e: 21
1031474630,WARN,Disabling MessageSender transmissions
1031475726,INFO,Completed analysis m: 5071 t: 1 e: 21
1031475752,INFO,Enabling MessageSender transmissions
1031478333,INFO,powerData | solV: 6.58
1031478355,INFO,powerData | solI: 0.04
1031478376,INFO,powerData | battV: 4.13
1031478394,INFO,powerData | battI: -0.02
1031478415,INFO,powerData | busV: 4.30
1031478435,INFO,powerData | busI: 0.04
1031478456,INFO,powerData | BQ status reg: 180
1031478476,INFO,powerData | Fault reg: 0
1031478495,INFO,powerData | Charge status: 3
1031478515,INFO,powerData | DPM status: 0
1031525425,INFO,Starting analysis m: 5071 t: 1 e: 22
1031525701,WARN,Disabling MessageSender transmissions
1031526838,INFO,Completed analysis m: 5071 t: 1 e: 22
1031526862,INFO,Enabling MessageSender transmissions
1031576487,INFO,Starting analysis m: 5071 t: 1 e: 23
1031576760,WARN,Disabling MessageSender transmissions
1031577886,INFO,Completed analysis m: 5071 t: 1 e: 23
1031577909,INFO,Enabling MessageSender transmissions
1031627550,INFO,Starting analysis m: 5071 t: 1 e: 24
1031627831,WARN,Disabling MessageSender transmissions
1031628953,INFO,Completed analysis m: 5071 t: 1 e: 24
1031628980,INFO,Enabling MessageSender transmissions
1031678627,INFO,Starting analysis m: 5071 t: 1 e: 25
1031678902,WARN,Disabling MessageSender transmissions
1031680026,INFO,Completed analysis m: 5071 t: 1 e: 25
1031680049,INFO,Enabling MessageSender transmissions
1031729694,INFO,Starting analysis m: 5071 t: 1 e: 26
1031729969,WARN,Disabling MessageSender transmissions
1031731095,INFO,Completed analysis m: 5071 t: 1 e: 26
1031731120,INFO,Enabling MessageSender transmissions
1031778351,INFO,powerData | solV: 6.81
1031778377,INFO,powerData | solI: 0.04
1031778398,INFO,powerData | battV: 4.13
1031778418,INFO,powerData | battI: -0.02
1031778439,INFO,powerData | busV: 4.30
1031778457,INFO,powerData | busI: 0.05
1031778478,INFO,powerData | BQ status reg: 180
1031778498,INFO,powerData | Fault reg: 0
1031778519,INFO,powerData | Charge status: 3
1031778539,INFO,powerData | DPM status: 0
1031780755,INFO,Starting analysis m: 5071 t: 1 e: 27
1031781036,WARN,Disabling MessageSender transmissions
1031782158,INFO,Completed analysis m: 5071 t: 1 e: 27
1031782180,INFO,Enabling MessageSender transmissions
1031831826,INFO,Starting analysis m: 5071 t: 1 e: 28
1031832102,WARN,Disabling MessageSender transmissions
1031833229,INFO,Completed analysis m: 5071 t: 1 e: 28
1031833253,INFO,Enabling MessageSender transmissions
1031882891,INFO,Starting analysis m: 5071 t: 1 e: 29
1031883165,WARN,Disabling MessageSender transmissions
1031884292,INFO,Completed analysis m: 5071 t: 1 e: 29
1031884314,INFO,Enabling MessageSender transmissions
1031933964,INFO,Starting analysis m: 5071 t: 1 e: 30
1031934298,WARN,Disabling MessageSender transmissions
1031935428,INFO,Completed analysis m: 5071 t: 1 e: 30
1031935451,INFO,Enabling MessageSender transmissions
1031985035,INFO,Starting analysis m: 5071 t: 1 e: 31
1031985324,WARN,Disabling MessageSender transmissions
1031986444,INFO,Completed analysis m: 5071 t: 1 e: 31
1031986472,INFO,Enabling MessageSender transmissions
1032036098,INFO,Starting analysis m: 5071 t: 1 e: 32
1032036374,WARN,Disabling MessageSender transmissions
1032037515,INFO,Completed analysis m: 5071 t: 1 e: 32
1032037539,INFO,Processing stats m: 5071 t: 1 e: 33
1032043087,INFO,Finished collection for m: 5071 in 1747
1032043112,INFO,Submitting 48 byte / 378 bit message: 
1032043145,DEBUG,Message submitted to Q at index 0 count_id: 250
1032043169,DEBUG,1 messages in Q
1032043212,INFO,Enabling MessageSender transmissions
1032043239,DEBUG,Sending Q index: 0 id: 250
1032054620,INFO,Send complete: Q index: 0 count_id 250
1032078374,INFO,powerData | solV: 5.54
1032078399,INFO,powerData | solI: 0.04
1032078419,INFO,powerData | battV: 4.13
1032078440,INFO,powerData | battI: -0.03
1032078458,INFO,powerData | busV: 4.13
1032078479,INFO,powerData | busI: 0.05
1032078499,INFO,powerData | BQ status reg: 172
1032078520,INFO,powerData | Fault reg: 0
1032078540,INFO,powerData | Charge status: 2
1032078561,INFO,powerData | DPM status: 1
1032095500,INFO,Starting collection m: 5072 t: 0 at 1610758315.20
1032197275,INFO,Starting analysis m: 5072 t: 0 e: 0
1032197554,WARN,Disabling MessageSender transmissions
1032198492,INFO,Completed analysis m: 5072 t: 0 e: 0
1032198514,INFO,Enabling MessageSender transmissions
1032248346,INFO,Starting analysis m: 5072 t: 0 e: 1
1032248621,WARN,Disabling MessageSender transmissions
1032249747,INFO,Completed analysis m: 5072 t: 0 e: 1
1032249772,INFO,Enabling MessageSender transmissions
1032299417,INFO,Starting analysis m: 5072 t: 0 e: 2
1032299689,WARN,Disabling MessageSender transmissions
1032300816,INFO,Completed analysis m: 5072 t: 0 e: 2
1032300840,INFO,Enabling MessageSender transmissions
1032350482,INFO,Starting analysis m: 5072 t: 0 e: 3
1032350763,WARN,Disabling MessageSender transmissions
1032351879,INFO,Completed analysis m: 5072 t: 0 e: 3
1032351903,INFO,Enabling MessageSender transmissions
1032378386,INFO,powerData | solV: 5.52
1032378408,INFO,powerData | solI: 0.02
1032378429,INFO,powerData | battV: 4.13
1032378449,INFO,powerData | battI: -0.04
1032378474,INFO,powerData | busV: 4.13
1032378494,INFO,powerData | busI: 0.04
1032378515,INFO,powerData | BQ status reg: 172
1032378533,INFO,powerData | Fault reg: 0
1032378554,INFO,powerData | Charge status: 2
1032378574,INFO,powerData | DPM status: 1
1032401541,INFO,Starting analysis m: 5072 t: 0 e: 4
1032401815,WARN,Disabling MessageSender transmissions
1032402944,INFO,Completed analysis m: 5072 t: 0 e: 4
1032402968,INFO,Enabling MessageSender transmissions
1032452612,INFO,Starting analysis m: 5072 t: 0 e: 5
1032452947,WARN,Disabling MessageSender transmissions
1032454068,INFO,Completed analysis m: 5072 t: 0 e: 5
1032454090,INFO,Enabling MessageSender transmissions
1032503681,INFO,Starting analysis m: 5072 t: 0 e: 6
1032503961,WARN,Disabling MessageSender transmissions
1032505079,INFO,Completed analysis m: 5072 t: 0 e: 6
1032505102,INFO,Enabling MessageSender transmissions
1032554754,INFO,Starting analysis m: 5072 t: 0 e: 7
1032555028,WARN,Disabling MessageSender transmissions
1032556169,INFO,Completed analysis m: 5072 t: 0 e: 7
1032556193,INFO,Enabling MessageSender transmissions
1032605806,INFO,Starting analysis m: 5072 t: 0 e: 8
1032606078,WARN,Disabling MessageSender transmissions
1032607213,INFO,Completed analysis m: 5072 t: 0 e: 8
1032607238,INFO,Enabling MessageSender transmissions
1032656881,INFO,Starting analysis m: 5072 t: 0 e: 9
1032657162,WARN,Disabling MessageSender transmissions
1032658282,INFO,Completed analysis m: 5072 t: 0 e: 9
1032658307,INFO,Enabling MessageSender transmissions
1032678400,INFO,powerData | solV: 5.54
1032678424,INFO,powerData | solI: 0.01
1032678445,INFO,powerData | battV: 4.13
1032678465,INFO,powerData | battI: -0.05
1032678483,INFO,powerData | busV: 4.12
1032678504,INFO,powerData | busI: 0.04
1032678524,INFO,powerData | BQ status reg: 172
1032678545,INFO,powerData | Fault reg: 0
1032678565,INFO,powerData | Charge status: 2
1032678586,INFO,powerData | DPM status: 1
1032707944,INFO,Starting analysis m: 5072 t: 0 e: 10
1032708218,WARN,Disabling MessageSender transmissions
1032709347,INFO,Completed analysis m: 5072 t: 0 e: 10
1032709371,INFO,Enabling MessageSender transmissions
1032759017,INFO,Starting analysis m: 5072 t: 0 e: 11
1032759289,WARN,Disabling MessageSender transmissions
1032760418,INFO,Completed analysis m: 5072 t: 0 e: 11
1032760442,INFO,Enabling MessageSender transmissions
1032810072,INFO,Starting analysis m: 5072 t: 0 e: 12
1032810352,WARN,Disabling MessageSender transmissions
1032811470,INFO,Completed analysis m: 5072 t: 0 e: 12
1032811499,INFO,Enabling MessageSender transmissions
1032861147,INFO,Starting analysis m: 5072 t: 0 e: 13
1032861421,WARN,Disabling MessageSender transmissions
1032862550,INFO,Completed analysis m: 5072 t: 0 e: 13
1032862572,INFO,Enabling MessageSender transmissions
1032912205,INFO,Starting analysis m: 5072 t: 0 e: 14
1032912482,WARN,Disabling MessageSender transmissions
1032913602,INFO,Completed analysis m: 5072 t: 0 e: 14
1032913627,INFO,Enabling MessageSender transmissions
1032963278,INFO,Starting analysis m: 5072 t: 0 e: 15
1032963559,WARN,Disabling MessageSender transmissions
1032964677,INFO,Completed analysis m: 5072 t: 0 e: 15
1032964702,INFO,Enabling MessageSender transmissions
1032978421,INFO,powerData | solV: 5.54
1032978444,INFO,powerData | solI: 0.01
1032978462,INFO,powerData | battV: 4.12
1032978483,INFO,powerData | battI: -0.06
1032978501,INFO,powerData | busV: 4.12
1032978522,INFO,powerData | busI: 0.06
1032978540,INFO,powerData | BQ status reg: 172
1032978565,INFO,powerData | Fault reg: 0
1032978583,INFO,powerData | Charge status: 2
1032978604,INFO,powerData | DPM status: 1
1033014339,INFO,Starting analysis m: 5072 t: 0 e: 16
1033014614,WARN,Disabling MessageSender transmissions
1033015740,INFO,Completed analysis m: 5072 t: 0 e: 16
1033015762,INFO,Enabling MessageSender transmissions
1033065402,INFO,Starting analysis m: 5072 t: 0 e: 17
1033065678,WARN,Disabling MessageSender transmissions
1033066811,INFO,Completed analysis m: 5072 t: 0 e: 17
1033066838,INFO,Enabling MessageSender transmissions
1033116485,INFO,Starting analysis m: 5072 t: 0 e: 18
1033116760,WARN,Disabling MessageSender transmissions
1033117888,INFO,Completed analysis m: 5072 t: 0 e: 18
1033117911,INFO,Enabling MessageSender transmissions
1033167540,INFO,Starting analysis m: 5072 t: 0 e: 19
1033167814,WARN,Disabling MessageSender transmissions
1033168934,INFO,Completed analysis m: 5072 t: 0 e: 19
1033168959,INFO,Enabling MessageSender transmissions
1033218609,INFO,Starting analysis m: 5072 t: 0 e: 20
1033218895,WARN,Disabling MessageSender transmissions
1033220014,INFO,Completed analysis m: 5072 t: 0 e: 20
1033220038,INFO,Enabling MessageSender transmissions
1033269673,INFO,Starting analysis m: 5072 t: 0 e: 21
1033269948,WARN,Disabling MessageSender transmissions
1033271056,INFO,Completed analysis m: 5072 t: 0 e: 21
1033271078,INFO,Enabling MessageSender transmissions
1033278435,INFO,powerData | solV: 4.79
1033278457,INFO,powerData | solI: 0.00
1033278476,INFO,powerData | battV: 4.13
