GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1610760000.00,37,5670129,-122,-4705210
1610760060.40,37,5670048,-122,-4705179
1610760120.80,37,5670027,-122,-4704903
1610760181.20,37,5670018,-122,-4705093
1610760241.60,37,5670089,-122,-4704819
1610760302.00,37,5670076,-122,-4704791
1610760362.40,37,5670088,-122,-4704577
1610760422.40,37,5670053,-122,-4704707
1610760483.20,37,5670149,-122,-4704447
1610760543.60,37,5670243,-122,-4704436
1610760604.00,37,5670254,-122,-4704490
1610760664.40,37,5670236,-122,-4704527
1610760724.80,37,5670190,-122,-4704529
1610760785.20,37,5670246,-122,-4704418
1610760845.60,37,5670262,-122,-4704330
1610760906.00,37,5670311,-122,-4704389
1610760966.40,37,5670397,-122,-4704200
1610761026.80,37,5670457,-122,-4704281
1610761087.20,37,5670505,-122,-4704298
1610761147.60,37,5670564,-122,-4704078
1610761208.00,37,5670566,-122,-4704206
1610761268.40,37,5670655,-122,-4704220
1610761328.80,37,5670728,-122,-4704106
1610761389.20,37,5670648,-122,-4704287
1610761449.60,37,5670676,-122,-4704236
1610761510.00,37,5670769,-122,-4704016
1610761570.40,37,5670719,-122,-4704179
1610761630.80,37,5670774,-122,-4704001
1610761691.20,37,5670724,-122,-4704026
1610761751.60,37,5670785,-122,-4704170
1610761812.00,37,5670857,-122,-4704060
1610761872.40,37,5670856,-122,-4704241
1610761932.80,37,5670890,-122,-4704068
1610761993.20,37,5670857,-122,-4704068
1610762053.60,37,5670863,-122,-4704092
1610762114.00,37,5670851,-122,-4704145
1610762174.40,37,5670878,-122,-4704097
1610762234.80,37,5671025,-122,-4703960
1610762295.20,37,5671052,-122,-4704047
1610762355.60,37,5671076,-122,-4703992
1610762416.00,37,5671037,-122,-4703958
1610762476.40,37,5670972,-122,-4703986
1610762536.80,37,5671055,-122,-4704066
1610762597.20,37,5671092,-122,-4704162
1610762657.60,37,5671079,-122,-4704043
1610762718.00,37,5671181,-122,-4704047
1610762778.40,37,5671200,-122,-4704146
1610762838.80,37,5671194,-122,-4704003
1610762899.20,37,5671291,-122,-4703997
1610762959.60,37,5671312,-122,-4704082
1610763020.00,37,5671319,-122,-4703963
1610763080.40,37,5671397,-122,-4704081
1610763140.80,37,5671414,-122,-4704015
1610763201.20,37,5671363,-122,-4704194
1610763261.60,37,5671389,-122,-4704150
1610763322.00,37,5671424,-122,-4704170
1610763382.40,37,5671410,-122,-4704267
1610763442.80,37,5671410,-122,-4704202
1610763502.80,37,5671480,-122,-4704282
1610763563.20,37,5671527,-122,-4703928
1610763623.60,37,5671467,-122,-4704201
1610763684.00,37,5671458,-122,-4704081
1610763744.40,37,5671355,-122,-4704170
1610763804.80,37,5671430,-122,-4704258
1610763865.20,37,5671395,-122,-4704190
1610763925.60,37,5671416,-122,-4704249
1610763986.00,37,5671484,-122,-4704079
1610764046.40,37,5671447,-122,-4704145
1610764106.80,37,5671492,-122,-4704114
1610764167.20,37,5671468,-122,-4704055
1610764227.20,37,5671521,-122,-4704197
1610764288.00,37,5671590,-122,-4704037
1610764348.40,37,5671610,-122,-4704070
1610764408.80,37,5671557,-122,-4703920
1610764469.20,37,5671605,-122,-4703783
1610764529.60,37,5671590,-122,-4703995
1610764590.00,37,5671566,-122,-4703956
1610764650.40,37,5671561,-122,-4703748
1610764710.80,37,5671634,-122,-4703883
1610764771.20,37,5671647,-122,-4704020
1610764831.60,37,5671615,-122,-4704100
1610764892.00,37,5671730,-122,-4704053
1610764952.40,37,5671576,-122,-4704030
1610765012.80,37,5671717,-122,-4703851
1610765073.20,37,5671678,-122,-4703935
1610765133.60,37,5671688,-122,-4703889
1610765194.00,37,5671590,-122,-4703932
1610765254.40,37,5671669,-122,-4703999
1610765314.80,37,5671726,-122,-4704043
1610765375.20,37,5671756,-122,-4704022
1610765435.60,37,5671690,-122,-4704131
1610765496.00,37,5671668,-122,-4703978
1610765556.40,37,5671769,-122,-4703987
1610765616.80,37,5671707,-122,-4703916
1610765677.20,37,5671750,-122,-4703926
1610765737.60,37,5671793,-122,-4704025
1610765798.00,37,5671906,-122,-4704057
1610765858.40,37,5671875,-122,-4704125
1610765918.80,37,5671902,-122,-4704252
1610765979.20,37,5671898,-122,-4704110
1610766039.60,37,5671928,-122,-4704266
1610766100.00,37,5671909,-122,-4704264
1610766160.40,37,5671953,-122,-4704347
1610766220.80,37,5671924,-122,-4704405
1610766281.20,37,5671993,-122,-4704296
1610766341.60,37,5671969,-122,-4704411
1610766402.00,37,5672011,-122,-4704410
1610766462.40,37,5671972,-122,-4704417
1610766522.80,37,5672011,-122,-4704371
1610766583.20,37,5671997,-122,-4704404
1610766643.60,37,5671924,-122,-4704397
1610766704.00,37,5671998,-122,-4704482
1610766764.40,37,5671976,-122,-4704266
1610766824.80,37,5671965,-122,-4704358
1610766885.20,37,5672041,-122,-4704319
1610766945.60,37,5672139,-122,-4704534
1610767006.00,37,5672079,-122,-4704557
1610767066.40,37,5672132,-122,-4704621
1610767126.80,37,5672181,-122,-4704655
1610767187.20,37,5672258,-122,-4704777
1610767247.60,37,5672230,-122,-4704694
1610767308.00,37,5672152,-122,-4704800
1610767368.40,37,5672220,-122,-4704638
1610767428.80,37,5672279,-122,-4704724
1610767489.20,37,5672274,-122,-4705073
1610767549.60,37,5672256,-122,-4704916
1610767610.00,37,5672301,-122,-4704929
1610767670.40,37,5672269,-122,-4704945
1610767730.80,37,5672303,-122,-4705127
1610767791.20,37,5672302,-122,-4705189
1610767851.60,37,5672354,-122,-4705263
1610767912.00,37,5672334,-122,-4705106
1610767972.40,37,5672375,-122,-4705287
1610768032.40,37,5672334,-122,-4705413
1610768092.80,37,5672341,-122,-4705471
1610768153.20,37,5672352,-122,-4705424
1610768213.60,37,5672404,-122,-4705443
1610768274.00,37,5672396,-122,-4705556
1610768334.40,37,5672412,-122,-4705616
1610768394.80,37,5672346,-122,-4705430
1610768455.20,37,5672360,-122,-4705499
1610768515.60,37,5672397,-122,-4705566
1610768576.00,37,5672439,-122,-4705529
1610768636.40,37,5672435,-122,-4705435
1610768696.80,37,5672437,-122,-4705475
1610768757.20,37,5672429,-122,-4705558
1610768817.60,37,5672459,-122,-4705657
1610768878.00,37,5672418,-122,-4705777
1610768938.40,37,5672416,-122,-4705722
1610768998.80,37,5672468,-122,-4705556
1610769059.20,37,5672398,-122,-4705483
1610769119.60,37,5672366,-122,-4705491
1610769180.00,37,5672376,-122,-4705480
1610769240.40,37,5672455,-122,-4705621
1610769300.80,37,5672439,-122,-4705760
1610769361.20,37,5672493,-122,-4705629
1610769421.60,37,5672493,-122,-4705598
1610769482.00,37,5672483,-122,-4705576
1610769542.40,37,5672425,-122,-4705731
1610769602.80,37,5672451,-122,-4705558
1610769663.20,37,5672466,-122,-4705671
1610769723.60,37,5672399,-122,-4705732
1610769784.00,37,5672511,-122,-4705676
1610769844.40,37,5672495,-122,-4705336
1610769904.80,37,5672444,-122,-4705487
1610769965.20,37,5672423,-122,-4705530
1610770025.60,37,5672407,-122,-4705395
1610770086.00,37,5672425,-122,-4705387
1610770146.40,37,5672482,-122,-4705313
1610770206.80,37,5672563,-122,-4705323
1610770267.20,37,5672552,-122,-4705458
1610770327.60,37,5672517,-122,-4705384
1610770388.00,37,5672494,-122,-4705286
1610770448.40,37,5672513,-122,-4705141
1610770508.80,37,5672506,-122,-4705264
1610770569.20,37,5672568,-122,-4705200
1610770629.60,37,5672456,-122,-4705360
1610770690.00,37,5672536,-122,-4705298
1610770750.40,37,5672461,-122,-4705377
1610770810.80,37,5672502,-122,-4705540
1610770871.20,37,5672548,-122,-4705464
1610770931.60,37,5672514,-122,-4705506
1610770992.00,37,5672550,-122,-4705398
1610771052.40,37,5672504,-122,-4705329
1610771112.80,37,5672502,-122,-4705518
1610771173.20,37,5672462,-122,-4705595
1610771233.60,37,5672483,-122,-4705470
1610771294.00,37,5672513,-122,-4705463
1610771354.40,37,5672481,-122,-4705474
1610771414.80,37,5672460,-122,-4705410
1610771475.20,37,5672383,-122,-4705186
1610771535.60,37,5672452,-122,-4705386
1610771596.00,37,5672423,-122,-4705428
1610771656.40,37,5672437,-122,-4705378
1610771716.80,37,5672439,-122,-4705406
1610771777.20,37,5672459,-122,-4705224
1610771837.20,37,5672412,-122,-4705229
1610771897.60,37,5672383,-122,-4705232
1610771958.00,37,5672449,-122,-4705381
1610772018.40,37,5672361,-122,-4705585
1610772078.80,37,5672384,-122,-4705662
1610772139.20,37,5672416,-122,-4705389
1610772199.60,37,5672395,-122,-4705597
1610772260.00,37,5672331,-122,-4705529
1610772320.40,37,5672421,-122,-4705295
1610772380.80,37,5672327,-122,-4705146
1610772441.20,37,5672379,-122,-4705100
1610772501.60,37,5672337,-122,-4705096
1610772562.00,37,5672296,-122,-4704990
1610772622.40,37,5672339,-122,-4704745
1610772682.80,37,5672282,-122,-4704641
1610772743.20,37,5672261,-122,-4704818
1610772803.60,37,5672336,-122,-4704882
1610772864.00,37,5672326,-122,-4704915
1610772924.40,37,5672401,-122,-4704850
1610772984.80,37,5672403,-122,-4704979
1610773045.20,37,5672464,-122,-4705018
1610773105.60,37,5672429,-122,-4705029
1610773166.00,37,5672375,-122,-4705174
1610773226.40,37,5672392,-122,-4705123
1610773286.80,37,5672377,-122,-4705296
1610773347.20,37,5672356,-122,-4705261
1610773407.60,37,5672391,-122,-4705334
1610773468.00,37,5672400,-122,-4705346
1610773528.40,37,5672378,-122,-4705115
1610773588.80,37,5672425,-122,-4705095
1610773649.20,37,5672287,-122,-4705301
1610773709.60,37,5672335,-122,-4705086
1610773770.00,37,5672300,-122,-4705150
1610773830.40,37,5672376,-122,-4705017
1610773890.80,37,5672387,-122,-4705093
1610773951.20,37,5672421,-122,-4705262
1610774011.60,37,5672441,-122,-4705487
1610774072.00,37,5672478,-122,-4705589
1610774132.40,37,5672498,-122,-4705528
1610774192.80,37,5672416,-122,-4705523
1610774253.20,37,5672479,-122,-4705436
1610774313.60,37,5672464,-122,-4705526
1610774374.00,37,5672432,-122,-4705639
1610774434.40,37,5672341,-122,-4705867
1610774494.80,37,5672433,-122,-4705910
1610774555.20,37,5672392,-122,-4705886
1610774615.60,37,5672472,-122,-4705932
1610774676.00,37,5672422,-122,-4705917
1610774736.40,37,5672387,-122,-4705916
1610774796.80,37,5672356,-122,-4705883
1610774857.20,37,5672400,-122,-4705779
1610774917.60,37,5672456,-122,-4705912
1610774978.00,37,5672436,-122,-4705901
1610775038.40,37,5672424,-122,-4705728
1610775098.80,37,5672416,-122,-4705874
1610775159.20,37,5672453,-122,-4705600
1610775219.60,37,5672411,-122,-4705530
1610775280.00,37,5672434,-122,-4705592
1610775340.40,37,5672420,-122,-4705500
1610775400.80,37,5672463,-122,-4705543
1610775461.20,37,5672455,-122,-4705550
1610775521.60,37,5672475,-122,-4705498
1610775582.00,37,5672490,-122,-4705286
1610775642.00,37,5672463,-122,-4705422
1610775702.40,37,5672481,-122,-4705340
1610775762.80,37,5672447,-122,-4705534
1610775823.20,37,5672475,-122,-4705205
1610775883.60,37,5672534,-122,-4705387
1610775944.00,37,5672518,-122,-4705427
1610776004.40,37,5672463,-122,-4705331
1610776064.80,37,5672455,-122,-4705455
1610776125.20,37,5672469,-122,-4705472
1610776185.60,37,5672455,-122,-4705636
1610776246.00,37,5672386,-122,-4705464
1610776306.40,37,5672360,-122,-4705553
1610776366.80,37,5672355,-122,-4705819
1610776427.20,37,5672300,-122,-4706000
1610776487.60,37,5672439,-122,-4706030
1610776548.00,37,5672427,-122,-4705913
1610776608.40,37,5672401,-122,-4706048
1610776668.80,37,5672407,-122,-4706079
1610776729.20,37,5672479,-122,-4705773
1610776789.60,37,5672345,-122,-4705823
1610776850.00,37,5672460,-122,-4705595
1610776910.40,37,5672491,-122,-4705612
1610776970.80,37,5672514,-122,-4705794
1610777031.20,37,5672448,-122,-4705890
1610777091.60,37,5672501,-122,-4705623
1610777152.00,37,5672464,-122,-4705471
1610777212.40,37,5672524,-122,-4705595
1610777272.80,37,5672481,-122,-4705718
1610777333.20,37,5672478,-122,-4705679
1610777393.60,37,5672473,-122,-4705745
1610777454.00,37,5672469,-122,-4705640
1610777514.40,37,5672512,-122,-4705717
1610777574.80,37,5672440,-122,-4705574
1610777635.20,37,5672528,-122,-4705621
1610777695.60,37,5672495,-122,-4705595
1610777756.00,37,5672477,-122,-4705755
1610777816.40,37,5672537,-122,-4705778
1610777876.80,37,5672541,-122,-4705804
1610777937.20,37,5672504,-122,-4705755
1610777997.60,37,5672505,-122,-4705825
1610778058.00,37,5672498,-122,-4705798
1610778118.40,37,5672555,-122,-4705972
1610778178.80,37,5672413,-122,-4706229
1610778239.20,37,5672402,-122,-4706131
1610778299.60,37,5672423,-122,-4706054
1610778360.00,37,5672427,-122,-4706080
1610778420.40,37,5672481,-122,-4706101
1610778480.80,37,5672373,-122,-4706152
1610778541.20,37,5672386,-122,-4705880
1610778601.60,37,5672390,-122,-4706040
1610778662.00,37,5672392,-122,-4705925
1610778722.40,37,5672349,-122,-4706015
1610778782.80,37,5672416,-122,-4706065
1610778843.20,37,5672461,-122,-4706076
1610778903.60,37,5672458,-122,-4706124
1610778964.00,37,5672463,-122,-4706096
1610779024.40,37,5672387,-122,-4706022
1610779084.80,37,5672517,-122,-4705959
1610779145.20,37,5672501,-122,-4705693
1610779205.60,37,5672487,-122,-4705770
1610779266.00,37,5672415,-122,-4705757
1610779326.40,37,5672459,-122,-4705707
1610779386.80,37,5672361,-122,-4705920
1610779446.80,37,5672440,-122,-4705865
1610779507.20,37,5672541,-122,-4705598
1610779567.60,37,5672522,-122,-4705701
1610779628.00,37,5672486,-122,-4705987
1610779688.40,37,5672458,-122,-4705958
1610779748.80,37,5672372,-122,-4706185
1610779809.20,37,5672474,-122,-4706047
1610779869.60,37,5672388,-122,-4706158
1610779930.00,37,5672429,-122,-4706129
1610779990.40,37,5672417,-122,-4706050
1610780050.80,37,5672461,-122,-4706142
1610780111.20,37,5672452,-122,-4706009
1610780171.20,37,5672414,-122,-4706171
1610780232.00,37,5672436,-122,-4706121
1610780292.40,37,5672378,-122,-4706056
1610780352.80,37,5672437,-122,-4705885
1610780413.20,37,5672436,-122,-4706111
1610780473.60,37,5672462,-122,-4705918
1610780534.00,37,5672503,-122,-4705872
1610780594.40,37,5672431,-122,-4705927
1610780654.80,37,5672482,-122,-4706079
1610780715.20,37,5672435,-122,-4706088
1610780776.00,37,5672450,-122,-4705832
1610780836.40,37,5672408,-122,-4705978
1610780896.80,37,5672384,-122,-4706202
1610780957.20,37,5672428,-122,-4706086
1610781017.60,37,5672466,-122,-4706089
1610781078.00,37,5672431,-122,-4706063
1610781138.40,37,5672407,-122,-4706169
1610781198.80,37,5672426,-122,-4706042
1610781259.20,37,5672425,-122,-4706050
1610781319.60,37,5672420,-122,-4706110
1610781380.00,37,5672366,-122,-4706188
1610781440.40,37,5672435,-122,-4705993
1610781500.80,37,5672518,-122,-4705975
1610781561.20,37,5672480,-122,-4705931
1610781621.60,37,5672467,-122,-4705846
1610781682.00,37,5672516,-122,-4705884
1610781742.40,37,5672440,-122,-4705543
1610781802.80,37,5672489,-122,-4705785
1610781863.20,37,5672486,-122,-4705920
1610781923.60,37,5672500,-122,-4705765
1610781984.00,37,5672469,-122,-4705944
1610782044.40,37,5672532,-122,-4705711
1610782104.80,37,5672473,-122,-4705777
1610782165.20,37,5672553,-122,-4705789
1610782225.60,37,5672511,-122,-4705724
1610782286.00,37,5672424,-122,-4705918
1610782346.40,37,5672560,-122,-4705679
1610782406.80,37,5672475,-122,-4705652
1610782467.20,37,5672506,-122,-4705517
1610782527.60,37,5672519,-122,-4705569
1610782588.00,37,5672470,-122,-4705865
1610782648.40,37,5672565,-122,-4705798
1610782708.80,37,5672484,-122,-4705838
1610782769.20,37,5672581,-122,-4705744
1610782829.60,37,5672530,-122,-4705822
1610782890.00,37,5672495,-122,-4705920
1610782950.40,37,5672528,-122,-4705981
1610783010.80,37,5672538,-122,-4705893
1610783071.20,37,5672515,-122,-4706005
1610783131.60,37,5672481,-122,-4706047
1610783192.00,37,5672514,-122,-4705652
1610783252.40,37,5672529,-122,-4705986
1610783312.80,37,5672556,-122,-4705782
1610783373.20,37,5672550,-122,-4705906
1610783433.60,37,5672475,-122,-4706109
1610783494.00,37,5672468,-122,-4706288
1610783554.40,37,5672433,-122,-4706152
1610783614.80,37,5672373,-122,-4706194
1610783675.20,37,5672485,-122,-4705927
1610783735.60,37,5672479,-122,-4706183
1610783796.00,37,5672446,-122,-4706099
1610783856.40,37,5672469,-122,-4706092
1610783916.80,37,5672524,-122,-4705941
1610783977.20,37,5672489,-122,-4705887
1610784037.60,37,5672520,-122,-4705753
1610784098.00,37,5672479,-122,-4706028
1610784158.40,37,5672542,-122,-4705810
1610784218.80,37,5672525,-122,-4705692
1610784279.20,37,5672475,-122,-4705999
1610784339.60,37,5672443,-122,-4706037
1610784400.00,37,5672498,-122,-4705715
1610784460.40,37,5672489,-122,-4705933
1610784520.80,37,5672465,-122,-4705934
1610784581.20,37,5672558,-122,-4705875
1610784641.60,37,5672465,-122,-4705703
1610784702.40,37,5672497,-122,-4705729
1610784762.80,37,5672558,-122,-4705749
1610784823.20,37,5672535,-122,-4705650
1610784883.60,37,5672474,-122,-4706018
1610784944.00,37,5672552,-122,-4705741
1610785004.40,37,5672507,-122,-4705701
1610785064.80,37,5672489,-122,-4705906
1610785125.20,37,5672515,-122,-4705676
1610785185.60,37,5672514,-122,-4705963
1610785246.00,37,5672513,-122,-4705816
1610785306.40,37,5672439,-122,-4705882
1610785366.80,37,5672579,-122,-4705690
1610785427.20,37,5672492,-122,-4705804
1610785487.60,37,5672475,-122,-4705767
1610785548.00,37,5672497,-122,-4706065
1610785608.40,37,5672498,-122,-4705903
1610785668.80,37,5672461,-122,-4705830
1610785729.20,37,5672429,-122,-4706115
1610785789.60,37,5672477,-122,-4705925
1610785850.00,37,5672497,-122,-4705966
1610785910.40,37,5672470,-122,-4706192
1610785970.80,37,5672524,-122,-4705993
1610786031.20,37,5672516,-122,-4705951
1610786091.60,37,5672499,-122,-4705768
1610786152.00,37,5672456,-122,-4706045
1610786212.40,37,5672505,-122,-4706029
1610786272.80,37,5672439,-122,-4706023
1610786333.20,37,5672494,-122,-4705899
1610786393.60,37,5672453,-122,-4706059
1610786454.00,37,5672512,-122,-4705923
1610786514.40,37,5672528,-122,-4705967
1610786574.80,37,5672510,-122,-4705969
1610786635.20,37,5672493,-122,-4705993
1610786695.60,37,5672520,-122,-4705937
1610786756.00,37,5672503,-122,-4705778
1610786816.40,37,5672521,-122,-4705870
1610786876.80,37,5672492,-122,-4705884
1610786937.20,37,5672435,-122,-4705844
1610786997.60,37,5672513,-122,-4705815
1610787058.00,37,5672517,-122,-4705898
1610787118.40,37,5672502,-122,-4705682
1610787178.80,37,5672477,-122,-4705735
1610787239.20,37,5672522,-122,-4705506
1610787299.60,37,5672448,-122,-4705371
1610787360.00,37,5672536,-122,-4705512
1610787420.40,37,5672529,-122,-4705474
1610787480.80,37,5672532,-122,-4705622
1610787541.20,37,5672469,-122,-4705593
1610787601.60,37,5672524,-122,-4705663
1610787662.00,37,5672498,-122,-4705700
1610787722.40,37,5672430,-122,-4705987
1610787782.80,37,5672341,-122,-4706259
1610787843.20,37,5672342,-122,-4706279
1610787903.60,37,5672221,-122,-4706378
1610787964.00,37,5672218,-122,-4706362
1610788024.40,37,5672151,-122,-4706373
1610788084.80,37,5672030,-122,-4706590
1610788145.20,37,5672059,-122,-4706561
1610788205.60,37,5671991,-122,-4706693
1610788266.00,37,5672042,-122,-4706695
1610788326.40,37,5672143,-122,-4706660
1610788386.80,37,5672218,-122,-4706576
1610788446.80,37,5672324,-122,-4706404
1610788507.20,37,5672326,-122,-4706437
1610788567.60,37,5672345,-122,-4706375
1610788628.00,37,5672356,-122,-4706425
1610788688.40,37,5672403,-122,-4706384
1610788748.80,37,5672427,-122,-4706055
1610788809.20,37,5672397,-122,-4706329
1610788869.60,37,5672443,-122,-4706281
1610788930.00,37,5672354,-122,-4706279
1610788990.40,37,5672341,-122,-4706407
1610789050.80,37,5672375,-122,-4706261
1610789111.20,37,5672430,-122,-4705959
1610789171.20,37,5672458,-122,-4706077
1610789232.00,37,5672432,-122,-4706175
1610789292.40,37,5672399,-122,-4706286
1610789352.80,37,5672390,-122,-4706287
1610789413.20,37,5672355,-122,-4706394
1610789473.60,37,5672417,-122,-4706384
1610789534.00,37,5672476,-122,-4706238
1610789594.40,37,5672426,-122,-4706346
1610789654.80,37,5672365,-122,-4706339
1610789715.20,37,5672346,-122,-4706383
1610789775.60,37,5672352,-122,-4706219
1610789836.00,37,5672298,-122,-4706298
1610789896.40,37,5672489,-122,-4706236
1610789956.80,37,5672431,-122,-4706237
1610790017.20,37,5672376,-122,-4706448
1610790077.60,37,5672401,-122,-4706332
1610790138.00,37,5672441,-122,-4706149
1610790198.40,37,5672439,-122,-4706136
1610790258.80,37,5672396,-122,-4706401
1610790319.20,37,5672403,-122,-4706448
1610790379.60,37,5672366,-122,-4706523
1610790440.00,37,5672443,-122,-4706279
1610790500.40,37,5672331,-122,-4706265
1610790560.80,37,5672410,-122,-4706386
1610790621.20,37,5672438,-122,-4706189
1610790681.60,37,5672367,-122,-4706226
1610790742.00,37,5672435,-122,-4706149
1610790802.40,37,5672355,-122,-4706144
1610790862.80,37,5672401,-122,-4706194
1610790923.20,37,5672425,-122,-4706312
1610790983.60,37,5672415,-122,-4706155
1610791044.00,37,5672490,-122,-4706009
1610791104.40,37,5672376,-122,-4706223
1610791164.80,37,5672430,-122,-4706298
1610791225.20,37,5672405,-122,-4706269
1610791285.60,37,5672443,-122,-4706177
1610791346.00,37,5672398,-122,-4706240
1610791406.40,37,5672310,-122,-4706479
1610791466.80,37,5672492,-122,-4706224
1610791527.20,37,5672339,-122,-4706325
1610791587.60,37,5672430,-122,-4706221
1610791648.00,37,5672419,-122,-4706221
1610791708.40,37,5672466,-122,-4706059
1610791768.80,37,5672375,-122,-4706168
1610791829.20,37,5672441,-122,-4706109
1610791889.60,37,5672407,-122,-4706284
1610791950.00,37,5672441,-122,-4705900
1610792010.40,37,5672304,-122,-4706199
1610792070.80,37,5672234,-122,-4706329
1610792131.20,37,5672115,-122,-4706165
1610792191.60,37,5672102,-122,-4706290
1610792251.60,37,5672053,-122,-4706281
1610792312.00,37,5672057,-122,-4706318
1610792372.40,37,5672149,-122,-4706067
1610792432.80,37,5672167,-122,-4706147
1610792493.20,37,5672220,-122,-4706260
1610792553.60,37,5672136,-122,-4706449
1610792614.00,37,5672195,-122,-4706227
1610792674.40,37,5672073,-122,-4706422
1610792734.80,37,5672232,-122,-4706524
1610792795.20,37,5672260,-122,-4706549
1610792855.60,37,5672348,-122,-4706290
1610792916.00,37,5672395,-122,-4706306
1610792976.00,37,5672363,-122,-4706177
1610793036.80,37,5672490,-122,-4706001
1610793097.20,37,5672303,-122,-4706422
1610793157.60,37,5672376,-122,-4706357
1610793218.00,37,5672397,-122,-4706210
1610793278.40,37,5672450,-122,-4706145
1610793338.80,37,5672396,-122,-4706123
1610793399.20,37,5672384,-122,-4706106
1610793459.60,37,5672411,-122,-4706214
1610793520.00,37,5672481,-122,-4706159
1610793580.40,37,5672497,-122,-4706107
1610793640.80,37,5672427,-122,-4705975
1610793701.20,37,5672405,-122,-4706295
1610793761.60,37,5672468,-122,-4705987
1610793822.00,37,5672446,-122,-4706038
1610793882.40,37,5672465,-122,-4706202
1610793942.80,37,5672483,-122,-4705992
1610794003.20,37,5672488,-122,-4706066
1610794063.60,37,5672522,-122,-4706030
1610794124.00,37,5672543,-122,-4706054
1610794184.40,37,5672528,-122,-4705858
1610794244.80,37,5672391,-122,-4706035
1610794305.20,37,5672439,-122,-4706082
1610794365.60,37,5672461,-122,-4705755
1610794426.00,37,5672414,-122,-4706061
1610794486.40,37,5672540,-122,-4705929
1610794546.80,37,5672498,-122,-4705743
1610794607.20,37,5672459,-122,-4705821
1610794667.60,37,5672469,-122,-4705464
1610794728.00,37,5672432,-122,-4705755
1610794788.40,37,5672464,-122,-4705902
1610794848.80,37,5672531,-122,-4705592
1610794909.20,37,5672515,-122,-4705589
1610794969.60,37,5672532,-122,-4705518
1610795030.00,37,5672459,-122,-4705526
1610795090.40,37,5672533,-122,-4705432
1610795150.80,37,5672447,-122,-4705314
1610795211.20,37,5672553,-122,-4705535
1610795271.60,37,5672578,-122,-4705620
1610795332.00,37,5672544,-122,-4705706
1610795392.40,37,5672556,-122,-4705684
1610795452.80,37,5672547,-122,-4705781
1610795513.20,37,5672538,-122,-4705839
1610795573.60,37,5672528,-122,-4705660
1610795634.00,37,5672517,-122,-4705830
1610795694.40,37,5672458,-122,-4705787
1610795754.80,37,5672548,-122,-4705947
1610795815.20,37,5672409,-122,-4705896
1610795875.60,37,5672539,-122,-4705829
1610795936.00,37,5672506,-122,-4705648
1610795996.40,37,5672436,-122,-4706285
1610796056.40,37,5672504,-122,-4706037
1610796116.80,37,5672444,-122,-4706002
1610796177.20,37,5672445,-122,-4706094
1610796237.60,37,5672505,-122,-4705673
1610796298.00,37,5672552,-122,-4705696
1610796358.40,37,5672461,-122,-4705819
1610796418.80,37,5672482,-122,-4705592
1610796479.20,37,5672518,-122,-4705778
1610796539.60,37,5672564,-122,-4705967
1610796600.00,37,5672537,-122,-4705806
1610796660.40,37,5672552,-122,-4705574
1610796720.80,37,5672484,-122,-4705736
1610796780.80,37,5672519,-122,-4705606
1610796841.60,37,5672504,-122,-4705796
1610796902.00,37,5672547,-122,-4705813
1610796962.40,37,5672541,-122,-4705805
1610797022.80,37,5672475,-122,-4705891
1610797083.20,37,5672481,-122,-4705841
1610797143.60,37,5672476,-122,-4705723
1610797204.00,37,5672419,-122,-4706008
1610797264.40,37,5672420,-122,-4705874
1610797324.80,37,5672371,-122,-4705951
1610797385.20,37,5672461,-122,-4705746
1610797445.60,37,5672452,-122,-4705804
1610797506.00,37,5672504,-122,-4705724
1610797566.40,37,5672494,-122,-4706009
1610797626.80,37,5672387,-122,-4706248
1610797687.20,37,5672435,-122,-4706106
1610797747.60,37,5672461,-122,-4705895
1610797808.00,37,5672487,-122,-4706116
1610797868.40,37,5672473,-122,-4706202
1610797928.80,37,5672441,-122,-4705980
1610797989.20,37,5672393,-122,-4706266
1610798049.60,37,5672484,-122,-4706155
1610798110.00,37,5672392,-122,-4706387
1610798170.40,37,5672492,-122,-4705907
1610798230.80,37,5672513,-122,-4705644
1610798291.20,37,5672482,-122,-4705899
1610798351.60,37,5672524,-122,-4705777
1610798412.00,37,5672518,-122,-4706056
1610798472.40,37,5672454,-122,-4706141
1610798532.80,37,5672509,-122,-4705738
1610798593.20,37,5672574,-122,-4705491
1610798653.60,37,5672496,-122,-4705631
1610798714.00,37,5672480,-122,-4705955
1610798774.40,37,5672524,-122,-4706037
1610798834.80,37,5672453,-122,-4706039
1610798895.20,37,5672478,-122,-4706094
1610798955.60,37,5672481,-122,-4705685
1610799016.00,37,5672507,-122,-4705777
1610799076.40,37,5672552,-122,-4705804
1610799136.80,37,5672456,-122,-4705939
1610799197.20,37,5672463,-122,-4705882
1610799257.60,37,5672467,-122,-4706045
1610799318.00,37,5672508,-122,-4705901
1610799378.40,37,5672516,-122,-4705926
1610799438.80,37,5672431,-122,-4706104
1610799499.20,37,5672357,-122,-4706368
1610799559.60,37,5672459,-122,-4706237
1610799620.00,37,5672445,-122,-4706170
1610799680.40,37,5672408,-122,-4706307
1610799740.80,37,5672458,-122,-4706059
1610799801.20,37,5672436,-122,-4706070
1610799861.60,37,5672402,-122,-4706079
1610799922.00,37,5672436,-122,-4706213
1610799982.40,37,5672435,-122,-4706325
1610800042.80,37,5672387,-122,-4706409
