millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
3491566,1727106525.60,-116.29,-49.81,-208.92,
3491966,1727106526.00,171.14,64.05,-210.91,
3492368,1727106526.40,300.44,160.96,-203.68,
3492768,1727106526.80,443.84,193.00,-189.04,
3493166,1727106527.20,569.12,270.53,-185.57,
3493566,1727106527.60,649.75,333.51,-199.00,
3493966,1727106528.00,732.28,383.14,-219.23,
3494369,1727106528.40,851.16,371.43,-231.74,
3494769,1727106528.80,748.86,375.59,-219.65,
3495167,1727106529.20,665.14,375.86,-207.49,
3495566,1727106529.60,637.32,339.45,-214.04,
3495966,1727106530.00,561.90,324.01,-228.03,
3496367,1727106530.40,449.02,291.32,-230.40,
3496767,1727106530.80,203.18,245.99,-195.39,
3497167,1727106531.20,38.69,223.29,-163.92,
3497567,1727106531.60,-57.29,169.74,-138.40,
3497969,1727106532.00,-162.50,158.44,-151.92,
3498367,1727106532.40,-232.61,131.87,-126.53,
3498767,1727106532.80,-339.01,76.39,-80.96,
3499167,1727106533.20,-392.39,47.91,-70.98,
3499567,1727106533.60,-415.98,42.46,-53.84,
3499969,1727106534.00,-361.07,21.50,-48.19,
3500367,1727106534.40,-349.38,5.46,-41.02,
3500765,1727106534.80,-306.94,-6.37,-20.16,
3501168,1727106535.20,-292.16,84.58,-13.70,
3501566,1727106535.60,-182.44,140.56,6.17,
3501967,1727106536.00,-180.95,166.16,28.38,
3502367,1727106536.40,-123.06,216.60,24.31,
3502768,1727106536.80,-20.10,269.42,22.51,
3503168,1727106537.20,-1.09,305.58,17.23,
3503569,1727106537.60,41.36,327.08,11.09,
3503967,1727106538.00,23.00,351.88,6.22,
3504397,1727106538.40,87.63,345.99,-10.01,
3504769,1727106538.80,112.75,298.00,-17.05,
3505171,1727106539.20,210.06,249.75,-12.92,
3505569,1727106539.60,284.25,217.85,-15.94,
3505968,1727106540.00,272.68,183.15,-2.21,
3506374,1727106540.40,296.72,179.53,5.96,
3506770,1727106540.80,374.28,151.30,6.87,
3507168,1727106541.20,453.18,119.58,9.13,
3507569,1727106541.60,517.38,101.41,7.10,
3507970,1727106542.00,568.50,78.03,12.46,
3508371,1727106542.40,580.29,50.60,20.98,
3508769,1727106542.80,560.24,4.10,39.03,
3509170,1727106543.20,578.43,-57.86,57.20,
3509568,1727106543.60,561.54,-114.10,67.89,
3509969,1727106544.00,501.54,-147.66,81.26,
3510369,1727106544.40,447.49,-179.36,91.06,
3510770,1727106544.80,410.94,-192.78,80.73,
3511170,1727106545.20,323.07,-256.47,94.62,
3511570,1727106545.60,247.84,-309.82,104.29,
3511970,1727106546.00,144.31,-337.43,105.80,
3512370,1727106546.40,33.13,-359.64,106.86,
3512770,1727106546.80,-69.74,-359.73,95.80,
3513171,1727106547.20,-164.04,-375.70,87.64,
3513571,1727106547.60,-237.10,-419.76,67.56,
3513977,1727106548.00,-278.20,-434.91,58.83,
3514371,1727106548.40,-305.27,-377.79,72.70,
3514771,1727106548.80,-373.15,-360.89,79.29,
3515171,1727106549.20,-445.30,-344.00,78.87,
3515571,1727106549.60,-468.08,-327.03,81.68,
3515974,1727106550.00,-488.86,-309.93,86.89,
3516372,1727106550.40,-428.50,-325.75,88.42,
3516771,1727106550.80,-487.21,-334.10,68.04,
3517172,1727106551.20,-443.96,-335.81,50.98,
3517572,1727106551.60,-318.55,-364.73,52.92,
3517972,1727106552.00,-261.02,-414.30,53.87,
3518372,1727106552.40,-245.50,-412.60,54.79,
3518772,1727106552.80,-251.32,-369.16,42.16,
3519176,1727106553.20,-260.48,-325.63,31.34,
3519573,1727106553.60,-285.31,-266.27,25.69,
3519972,1727106554.00,-334.40,-177.99,28.71,
3520372,1727106554.40,-440.86,-101.05,24.23,
3520772,1727106554.80,-525.29,-18.46,11.97,
3521172,1727106555.20,-589.60,18.84,14.22,
3521570,1727106555.60,-648.13,51.35,-9.53,
3521973,1727106556.00,-623.02,62.42,-21.49,
3522372,1727106556.40,-607.34,73.13,-18.40,
3522773,1727106556.80,-586.13,83.36,-19.40,
3523174,1727106557.20,-534.10,59.96,-25.47,
3523572,1727106557.60,-483.52,43.22,-23.87,
3523972,1727106558.00,-420.95,49.23,-36.70,
3524399,1727106558.40,-402.07,72.55,-50.10,
3524773,1727106558.80,-378.54,93.19,-40.40,
3525173,1727106559.20,-338.55,95.18,-28.46,
3525572,1727106559.60,-271.21,98.26,-14.96,
3525973,1727106560.00,-248.89,85.15,-13.02,
3526373,1727106560.40,-210.69,109.39,-15.04,
3526771,1727106560.80,-172.54,113.88,-16.63,
3527173,1727106561.20,-121.31,134.57,-35.72,
3527573,1727106561.60,-73.63,151.65,-37.15,
3527974,1727106562.00,-16.02,165.37,-22.56,
3528372,1727106562.40,-17.48,175.96,-17.79,
3528772,1727106562.80,-26.64,200.64,-6.68,
3529173,1727106563.20,-14.64,235.01,1.21,
3529574,1727106563.60,0.98,243.98,-1.71,
3529973,1727106564.00,-6.45,248.21,-22.21,
3530373,1727106564.40,33.34,231.26,-43.85,
3530773,1727106564.80,44.27,214.38,-63.22,
3531173,1727106565.20,72.28,197.64,-82.08,
3531573,1727106565.60,126.10,165.02,-108.09,
3531972,1727106566.00,161.16,152.30,-128.41,
3532374,1727106566.40,193.01,123.42,-123.02,
3532776,1727106566.80,234.13,114.19,-121.08,
3533175,1727106567.20,321.97,88.56,-119.98,
3533574,1727106567.60,366.59,82.36,-104.22,
3533977,1727106568.00,413.75,59.56,-92.95,
3534378,1727106568.40,436.58,39.90,-54.10,
3534775,1727106568.80,464.03,56.16,-40.33,
3535177,1727106569.20,481.63,34.64,-20.95,
3535575,1727106569.60,438.61,16.27,-9.04,
3535977,1727106570.00,399.25,0.74,-0.67,
3536375,1727106570.40,415.06,-29.18,-8.67,
3536775,1727106570.80,396.54,-19.97,-7.25,
3537175,1727106571.20,337.00,-28.72,-2.74,
3537575,1727106571.60,298.15,-35.61,8.66,
3537977,1727106572.00,302.27,-57.81,3.02,
3538375,1727106572.40,301.04,-57.81,8.88,
3538776,1727106572.80,295.15,-73.91,8.67,
3539176,1727106573.20,324.56,-85.52,11.65,
3539576,1727106573.60,328.47,-76.21,9.10,
3539976,1727106574.00,350.69,-100.27,25.42,
3540378,1727106574.40,374.07,-101.31,37.76,
3540777,1727106574.80,370.51,-82.82,55.54,
3541176,1727106575.20,358.22,-99.01,57.61,
3541576,1727106575.60,391.32,-109.45,55.01,
3541977,1727106576.00,380.83,-98.82,43.31,
3542375,1727106576.40,294.72,-103.54,38.81,
3542775,1727106576.80,202.86,-104.22,43.72,
3543176,1727106577.20,199.04,-101.47,46.20,
3543575,1727106577.60,147.49,-95.87,60.91,
3543979,1727106578.00,58.36,-104.91,71.63,
3544402,1727106578.40,5.96,-58.29,59.19,
3544776,1727106578.80,-55.39,-17.95,50.69,
3545175,1727106579.20,-109.33,-0.41,57.97,
3545576,1727106579.60,-129.41,-0.59,54.43,
3545975,1727106580.00,-175.53,-31.90,46.67,
3546376,1727106580.40,-187.85,-54.36,35.63,
3546776,1727106580.80,-187.02,-53.04,27.49,
3547177,1727106581.20,-161.24,-15.58,20.01,
3547576,1727106581.60,-195.48,0.99,14.07,
3547977,1727106582.00,-224.24,49.66,13.93,
3548377,1727106582.40,-234.43,72.98,21.98,
3548780,1727106582.80,-203.37,92.41,14.04,
3549183,1727106583.20,-218.36,125.20,-7.49,
3549578,1727106583.60,-257.25,150.88,-13.53,
3549978,1727106584.00,-273.99,170.16,-20.45,
3550378,1727106584.40,-299.12,183.68,-27.89,
3550778,1727106584.80,-263.95,175.07,-42.74,
3551175,1727106585.20,-259.50,182.62,-55.10,
3551578,1727106585.60,-306.27,168.76,-49.07,
3551978,1727106586.00,-326.57,171.73,-34.61,
3552378,1727106586.40,-338.17,153.93,-35.10,
3552778,1727106586.80,-302.76,169.64,-46.62,
3553178,1727106587.20,-243.36,162.48,-56.86,
3553579,1727106587.60,-256.75,135.97,-62.20,
3553979,1727106588.00,-250.07,111.24,-59.83,
3554379,1727106588.40,-212.72,105.23,-52.13,
3554778,1727106588.80,-256.67,97.18,-41.13,
3555179,1727106589.20,-273.27,87.46,-32.13,
3555578,1727106589.60,-279.62,92.50,-24.84,
3555976,1727106590.00,-277.12,92.98,-19.95,
3556378,1727106590.40,-253.66,89.58,-16.13,
3556778,1727106590.80,-200.88,82.94,-12.32,
3557178,1727106591.20,-163.71,73.64,-6.78,
3557579,1727106591.60,-140.35,46.11,1.85,
3557978,1727106592.00,-101.38,53.56,25.30,
3558379,1727106592.40,-103.13,55.64,25.26,
3558780,1727106592.80,-71.94,36.22,19.78,
3559182,1727106593.20,-54.03,16.80,16.29,
3559577,1727106593.60,-33.49,-2.33,12.68,
3559978,1727106594.00,-23.53,-20.95,-5.25,
3560379,1727106594.40,-9.55,-38.82,-16.40,
3560777,1727106594.80,7.57,-38.79,-18.26,
3561179,1727106595.20,27.04,-41.43,-9.02,
3561577,1727106595.60,48.12,-46.20,4.50,
3561980,1727106596.00,56.78,-20.45,20.26,
3562378,1727106596.40,55.39,-35.17,29.44,
3562778,1727106596.80,47.00,-49.92,40.28,
3563178,1727106597.20,58.30,-48.31,43.22,
3563579,1727106597.60,99.56,-33.65,37.94,
3563979,1727106598.00,85.36,-57.13,29.72,
3564408,1727106598.40,78.89,-46.37,19.26,
3564785,1727106598.80,78.81,-56.66,9.90,
3565181,1727106599.20,96.44,-67.53,4.29,
3565580,1727106599.60,127.93,-94.72,1.80,
3565981,1727106600.00,132.30,-102.18,7.23,
3566385,1727106600.40,152.36,-109.69,26.05,
3566781,1727106600.80,159.48,-133.08,31.04,
3567180,1727106601.20,193.53,-136.42,-1.13,
3567579,1727106601.60,223.29,-155.65,-22.18,
3567981,1727106602.00,223.79,-187.93,-12.41,
3568379,1727106602.40,238.13,-179.74,-20.99,
3568781,1727106602.80,185.31,-221.28,-29.77,
3569181,1727106603.20,158.22,-236.28,-25.98,
3569587,1727106603.60,164.72,-245.45,-25.55,
3569981,1727106604.00,185.35,-216.36,-33.13,
3570381,1727106604.40,189.87,-223.02,-29.95,
3570781,1727106604.80,194.60,-207.82,-18.14,
3571181,1727106605.20,212.57,-209.07,-5.90,
3571581,1727106605.60,187.80,-189.18,-8.73,
3571981,1727106606.00,154.97,-202.50,-17.31,
3572381,1727106606.40,155.51,-208.75,0.11,
3572782,1727106606.80,117.35,-192.76,4.95,
3573181,1727106607.20,127.47,-158.03,8.56,
3573579,1727106607.60,150.00,-109.59,10.19,
3573980,1727106608.00,154.97,-83.11,22.73,
3574383,1727106608.40,158.96,-26.33,27.64,
3574785,1727106608.80,149.31,5.44,27.20,
3575182,1727106609.20,153.73,32.65,31.38,
3575582,1727106609.60,156.59,55.69,40.93,
3575981,1727106610.00,131.95,74.93,53.65,
3576383,1727106610.40,137.39,90.70,82.86,
3576782,1727106610.80,128.17,103.32,78.09,
3577183,1727106611.20,119.66,97.01,52.33,
3577582,1727106611.60,111.68,107.78,29.86,
3577982,1727106612.00,64.73,115.86,22.96,
3578383,1727106612.40,39.20,121.53,12.57,
3578781,1727106612.80,32.15,125.03,-2.22,
3579181,1727106613.20,13.13,126.63,-10.39,
3579581,1727106613.60,11.63,142.63,-13.98,
3579982,1727106614.00,10.71,137.51,-11.12,
3580381,1727106614.40,-3.23,131.52,-10.29,
3580782,1727106614.80,-13.99,124.81,-2.17,
3581182,1727106615.20,-8.62,117.52,12.52,
3581582,1727106615.60,-17.33,93.70,24.09,
3581983,1727106616.00,-10.37,56.13,23.95,
3582382,1727106616.40,-30.40,58.31,24.19,
3582784,1727106616.80,-33.24,43.11,13.08,
3583183,1727106617.20,-47.31,13.35,10.95,
3583582,1727106617.60,-57.57,-10.48,8.88,
3583982,1727106618.00,-25.24,4.04,2.41,
3584411,1727106618.40,-25.62,15.95,-6.58,
3584783,1727106618.80,-25.43,57.69,10.31,
3585185,1727106619.20,-37.35,74.12,35.95,
3585584,1727106619.60,-33.72,69.82,50.11,
3585983,1727106620.00,-42.74,64.99,54.69,
3586383,1727106620.40,-49.21,43.65,53.19,
3586785,1727106620.80,-66.91,8.57,49.41,
3587185,1727106621.20,-53.87,45.43,46.49,
3587585,1727106621.60,-28.97,57.79,22.77,
3587986,1727106622.00,-21.91,50.16,19.45,
3588385,1727106622.40,36.81,26.59,9.27,
3588784,1727106622.80,82.86,38.95,-8.91,
3589184,1727106623.20,78.28,31.52,-15.28,
3589586,1727106623.60,58.95,40.51,-30.82,
3589985,1727106624.00,54.86,62.40,-41.75,
3590386,1727106624.40,62.91,61.88,-57.65,
3590786,1727106624.80,53.57,91.57,-60.18,
3591185,1727106625.20,57.13,112.52,-53.65,
3591586,1727106625.60,57.40,93.67,-51.56,
3591986,1727106626.00,54.86,91.39,-44.08,
3592387,1727106626.40,49.95,37.93,-26.14,
3592784,1727106626.80,69.00,57.08,-15.36,
3593185,1727106627.20,67.35,53.49,-30.20,
3593584,1727106627.60,36.44,47.70,-28.59,
3593985,1727106628.00,34.40,40.16,1.38,
3594385,1727106628.40,16.98,-0.92,7.89,
3594791,1727106628.80,-39.36,-35.89,25.79,
3595189,1727106629.20,-86.42,-65.23,17.56,
3595585,1727106629.60,-125.04,-73.31,7.28,
3595986,1727106630.00,-143.48,-96.28,6.28,
3596387,1727106630.40,-157.75,-98.45,10.92,
3596789,1727106630.80,-154.82,-99.88,-2.38,
3597188,1727106631.20,-177.36,-116.67,-19.06,
3597587,1727106631.60,-193.74,-145.28,-16.65,
3597988,1727106632.00,-218.03,-166.51,-14.16,
3598385,1727106632.40,-208.57,-181.14,-35.78,
3598787,1727106632.80,-197.92,-189.93,-60.15,
3599187,1727106633.20,-212.20,-193.59,-78.99,
3599586,1727106633.60,-180.66,-160.60,-83.94,
3599987,1727106634.00,-165.53,-130.85,-96.31,
3600388,1727106634.40,-176.16,-120.20,-85.63,
3600788,1727106634.80,-181.05,-124.89,-70.86,
3601190,1727106635.20,-180.98,-93.32,-67.32,
3601588,1727106635.60,-163.24,-65.33,-79.90,
3601989,1727106636.00,-171.67,-24.58,-85.34,
3602389,1727106636.40,-147.00,9.54,-74.97,
3602789,1727106636.80,-136.28,37.65,-77.04,
3603189,1727106637.20,-84.00,44.26,-80.86,
3603589,1727106637.60,-64.56,49.57,-64.40,
3603989,1727106638.00,-59.20,69.78,-54.25,
3604417,1727106638.40,-38.28,69.29,-39.42,
3604792,1727106638.80,-18.62,68.23,-3.18,
3605190,1727106639.20,25.64,66.69,10.19,
3605590,1727106639.60,36.88,80.82,-0.40,
3605992,1727106640.00,20.54,58.87,20.11,
3606389,1727106640.40,1097.77,701.00,54.42,
3606791,1727106640.80,1939.13,1183.67,94.57,
3607189,1727106641.20,2439.43,1494.41,142.93,
3607589,1727106641.60,2757.59,1657.63,187.74,
3607989,1727106642.00,2040.37,1250.66,197.24,
3608389,1727106642.40,2365.48,1435.13,210.14,
3608789,1727106642.80,2547.00,1541.59,240.41,
3609189,1727106643.20,2223.76,1382.30,248.76,
3609589,1727106643.60,2299.53,1423.80,245.25,
3609993,1727106644.00,2296.39,1441.47,239.98,
3610389,1727106644.40,2133.82,1337.87,225.89,
3610789,1727106644.80,1921.48,1219.79,215.37,
3611189,1727106645.20,1787.83,1172.38,216.52,
3611590,1727106645.60,1533.16,997.91,221.27,
3611990,1727106646.00,1313.85,856.16,215.00,
3612390,1727106646.40,1045.64,691.52,221.97,
3612792,1727106646.80,781.19,543.18,225.60,
3613191,1727106647.20,548.65,392.35,224.25,
3613593,1727106647.60,343.41,275.12,227.44,
3613992,1727106648.00,149.83,168.96,240.89,
3614394,1727106648.40,7.22,72.66,260.90,
3614792,1727106648.80,-93.11,-14.84,284.33,
3615191,1727106649.20,-446.67,-259.76,310.33,
3615596,1727106649.60,-643.77,-411.92,325.59,
3615992,1727106650.00,-763.74,-486.04,339.31,
3616391,1727106650.40,-1069.17,-645.57,372.25,
3616793,1727106650.80,-1307.72,-788.07,399.48,
3617192,1727106651.20,-1368.39,-780.59,401.96,
3617593,1727106651.60,-1533.95,-852.12,398.02,
3617993,1727106652.00,-1582.71,-868.98,368.48,
3618392,1727106652.40,-1601.06,-874.36,331.62,
3618791,1727106652.80,-1738.38,-936.11,254.90,
3619192,1727106653.20,-1769.36,-991.16,161.43,
3619591,1727106653.60,-1792.53,-1022.93,56.81,
3619991,1727106654.00,-1570.57,-902.32,-48.72,
3620392,1727106654.40,-1536.11,-892.90,-146.82,
3620792,1727106654.80,-1704.14,-1038.31,-265.63,
3621192,1727106655.20,-1754.06,-1039.35,-382.44,
3621592,1727106655.60,-1785.07,-1072.90,-484.27,
3621990,1727106656.00,-2033.36,-1312.15,-576.93,
3622391,1727106656.40,-2226.64,-1461.40,-676.77,
3622790,1727106656.80,-2289.44,-1484.45,-757.23,
3623191,1727106657.20,-2506.09,-1652.43,-843.76,
3623592,1727106657.60,-2667.48,-1847.83,-939.50,
3623992,1727106658.00,-2934.74,-2140.82,-1016.21,
3624418,1727106658.40,-2909.74,-2156.11,-1070.27,
3624791,1727106658.80,-3066.63,-2342.08,-1112.52,
3625193,1727106659.20,-3033.39,-2376.88,-1138.39,
3625591,1727106659.60,-2882.95,-2252.11,-1126.62,
3625992,1727106660.00,-2794.28,-2147.68,-1094.85,
3626396,1727106660.40,-2673.65,-2009.06,-1046.04,
3626792,1727106660.80,-2551.16,-1825.53,-975.77,
3627192,1727106661.20,-2517.20,-1721.85,-914.10,
3627592,1727106661.60,-2459.03,-1648.99,-847.43,
3627992,1727106662.00,-2193.83,-1466.00,-765.01,
3628393,1727106662.40,-2182.85,-1460.95,-664.90,
3628793,1727106662.80,-2030.84,-1363.22,-565.67,
3629193,1727106663.20,-1947.67,-1306.38,-441.20,
3629592,1727106663.60,-1839.20,-1214.37,-328.41,
3629993,1727106664.00,-1773.56,-1275.43,-219.28,
3630393,1727106664.40,-1777.63,-1371.72,-132.45,
3630792,1727106664.80,-1558.63,-1259.45,-66.42,
3631192,1727106665.20,-1239.71,-1028.22,-23.21,
3631594,1727106665.60,-645.96,-671.34,25.48,
3631993,1727106666.00,-117.38,-466.30,70.88,
3632393,1727106666.40,416.36,-219.75,147.07,
3632793,1727106666.80,891.92,106.84,204.66,
3633193,1727106667.20,1285.88,458.26,263.33,
3633593,1727106667.60,1697.68,857.10,316.40,
3633994,1727106668.00,2010.29,1185.87,380.01,
3634398,1727106668.40,2183.31,1386.15,456.94,
3634795,1727106668.80,2358.52,1560.95,515.03,
3635195,1727106669.20,2411.51,1594.72,561.88,
3635595,1727106669.60,2521.07,1713.12,597.47,
3635994,1727106670.00,2620.00,1861.82,633.55,
3636393,1727106670.40,2640.05,1965.04,651.77,
3636794,1727106670.80,2699.62,2027.13,651.14,
3637196,1727106671.20,2445.76,1706.36,664.28,
3637593,1727106671.60,2350.34,1679.14,672.34,
3637994,1727106672.00,2237.91,1621.88,670.11,
3638394,1727106672.40,2085.24,1557.26,658.05,
3638793,1727106672.80,1980.14,1502.74,651.93,
3639194,1727106673.20,1808.82,1439.05,640.11,
3639594,1727106673.60,1652.36,1368.82,610.68,
3639994,1727106674.00,1416.46,1226.43,580.40,
3640401,1727106674.40,1239.26,1077.96,543.97,
3640794,1727106674.80,940.94,728.27,495.49,
3641194,1727106675.20,681.40,587.70,465.42,
3641595,1727106675.60,668.76,601.22,423.26,
3641995,1727106676.00,656.31,604.32,370.78,
3642396,1727106676.40,591.85,582.36,316.82,
3642797,1727106676.80,734.94,738.59,289.12,
3643197,1727106677.20,831.57,901.35,279.89,
3643595,1727106677.60,729.77,899.47,286.96,
3643995,1727106678.00,549.71,814.56,274.28,
3644422,1727106678.40,440.60,662.93,248.19,
3644796,1727106678.80,312.42,477.13,231.97,
3645196,1727106679.20,209.80,317.27,218.18,
3645596,1727106679.60,129.66,230.32,199.89,
3645999,1727106680.00,17.31,186.38,183.31,
3646396,1727106680.40,-92.48,161.51,173.37,
3646796,1727106680.80,-119.04,152.21,163.16,
3647196,1727106681.20,-170.09,40.08,147.16,
3647596,1727106681.60,-173.19,-53.90,113.94,
3647998,1727106682.00,32.37,17.94,77.96,
3648398,1727106682.40,191.85,105.89,33.04,
3648796,1727106682.80,336.79,253.89,-33.55,
3649197,1727106683.20,453.22,314.24,-76.98,
3649596,1727106683.60,544.69,335.61,-105.49,
3649997,1727106684.00,599.20,307.75,-134.01,
3650397,1727106684.40,662.31,373.66,-151.26,
3650797,1727106684.80,690.77,495.77,-158.20,
3651199,1727106685.20,728.25,593.41,-166.54,
3651597,1727106685.60,758.58,618.33,-192.76,
3651998,1727106686.00,768.88,666.49,-232.69,
3652397,1727106686.40,813.52,781.17,-233.47,
3652797,1727106686.80,856.63,829.25,-236.64,
3653198,1727106687.20,936.40,920.66,-247.74,
3653598,1727106687.60,963.68,927.09,-255.82,
3653999,1727106688.00,959.14,880.56,-269.13,
3654400,1727106688.40,888.15,857.03,-275.38,
3654799,1727106688.80,686.01,735.49,-264.84,
3655201,1727106689.20,498.63,618.63,-245.24,
3655599,1727106689.60,457.28,572.71,-222.12,
3655999,1727106690.00,414.77,500.19,-192.85,
3656399,1727106690.40,331.84,357.41,-151.02,
3656799,1727106690.80,335.22,292.46,-127.55,
3657199,1727106691.20,249.40,191.06,-146.88,
3657598,1727106691.60,197.51,111.70,-152.59,
3657998,1727106692.00,134.64,100.04,-152.44,
3658398,1727106692.40,88.54,58.98,-132.23,
3658800,1727106692.80,17.72,11.45,-121.21,
3659200,1727106693.20,-32.76,-90.12,-120.33,
3659599,1727106693.60,-132.53,-267.36,-122.97,
3660000,1727106694.00,-243.32,-451.80,-116.59,
3660400,1727106694.40,-283.14,-654.22,-111.00,
3660799,1727106694.80,-329.74,-768.18,-108.67,
3661200,1727106695.20,-355.89,-840.51,-111.53,
3661600,1727106695.60,-377.66,-894.28,-104.91,
3662000,1727106696.00,-342.74,-898.25,-106.75,
3662401,1727106696.40,-381.14,-1158.12,-110.69,
3662801,1727106696.80,-412.25,-1122.32,-86.55,
3663200,1727106697.20,-436.78,-997.34,-50.97,
3663600,1727106697.60,-494.72,-983.86,-40.81,
3664000,1727106698.00,-722.76,-992.85,-26.14,
3664427,1727106698.40,-793.15,-1001.54,4.44,
3664801,1727106698.80,-944.04,-1124.77,29.29,
3665200,1727106699.20,-946.21,-1170.50,36.52,
3665601,1727106699.60,-945.16,-1201.59,31.23,
3666002,1727106700.00,-941.39,-1069.41,23.18,
3666401,1727106700.40,-973.75,-873.72,11.30,
3666800,1727106700.80,-967.06,-729.15,21.65,
3667200,1727106701.20,-1112.12,-742.79,25.47,
3667601,1727106701.60,-1111.57,-864.83,7.91,
3668002,1727106702.00,-1071.39,-824.07,5.77,
3668402,1727106702.40,-1142.65,-782.74,8.02,
3668802,1727106702.80,-1078.47,-625.18,4.84,
3669201,1727106703.20,-1062.69,-508.84,14.38,
3669601,1727106703.60,-1082.62,-558.35,33.04,
3670001,1727106704.00,-855.56,-360.64,41.63,
3670402,1727106704.40,-709.03,-247.73,52.66,
3670802,1727106704.80,-602.04,-187.48,44.82,
3671203,1727106705.20,-435.79,-137.00,40.74,
3671603,1727106705.60,-290.70,-78.75,29.91,
3672001,1727106706.00,-138.04,34.18,24.61,
3672402,1727106706.40,-139.21,58.48,39.03,
3672802,1727106706.80,24.63,59.78,51.95,
3673203,1727106707.20,147.92,173.43,47.25,
3673602,1727106707.60,235.41,277.51,53.51,
3674002,1727106708.00,385.33,290.42,38.87,
3674404,1727106708.40,463.15,212.05,22.93,
3674803,1727106708.80,520.56,-70.04,25.03,
3675203,1727106709.20,600.22,-79.17,20.08,
3675603,1727106709.60,602.55,229.57,21.20,
3676002,1727106710.00,674.57,325.58,28.91,
3676406,1727106710.40,720.74,413.35,18.48,
3676802,1727106710.80,744.40,459.35,12.48,
3677203,1727106711.20,762.09,520.62,12.82,
3677601,1727106711.60,761.21,591.54,29.85,
3678002,1727106712.00,757.02,733.39,27.69,
3678403,1727106712.40,735.89,847.02,33.39,
3678803,1727106712.80,727.47,902.48,36.30,
3679203,1727106713.20,766.85,759.78,27.91,
